Brand,Type,Reg_year,Reg_month,Days_since_registration,Coe_left,Depreciation,Mileage,Road_Tax,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,ARF,Power,Number_of_Owners,Price
Toyota,Mpv,2019,10,1917,3064,15450,15000,1638,62978,41001,2362,1775,2019,Auto,34487,40282,125,1,150000
Mazda,Mpv,2015,8,3450,1533,9520,77569,1210,36588,57885,1998,1535,2015,Auto,17533,17533,111,2,48800
Bmw,Luxury Sedan,2017,8,2708,2274,16850,72357,1210,65071,49899,1998,1540,2017,Auto,41713,45399,135,1,127800
Lamborghini,Sports Car,2014,7,3857,1097,217370,10888,7856,583827,84100,6498,1690,2014,Auto,492350,858230,530,3,1100888
Audi,Suv,2018,7,2380,2573,17560,50000,1194,63340,31000,1984,1795,2018,Auto,44967,54954,185,1,152800
Bmw,Luxury Sedan,2012,7,4566,23,86030,96000,2362,51373,90501,2979,1750,2012,Auto,74562,74562,235,4,135800
Mercedes-Benz,Luxury Sedan,2009,10,5571,2910,8360,147000,890,22278,27886,1597,1500,2009,Auto,36978,36978,115,4,66800
Volkswagen,Mid-Sized Sedan,2014,9,3774,1208,10010,87800,620,27462,64841,1390,1417,2014,Auto,19152,9152,90,2,37800
Bmw,Suv,2018,11,2252,2728,15000,32620,684,57668,32000,1499,1415,2018,Auto,37835,44969,103,2,134800
Honda,Stationwagon,2016,8,3094,1888,10010,50000,682,33412,52503,1496,1130,2016,Auto,18301,8301,97,1,55999
Toyota,Mpv,2011,6,4985,3640,6890,98000,976,49662,49716,1798,1360,2011,Auto,21503,21503,106,2,68800
Mitsubishi,Mid-Sized Sedan,2011,4,5041,1695,7710,112319,752,17763,19069,1499,1313,2010,Auto,16898,16898,80,4,35888
Hyundai,Hatchback,2018,8,2354,2628,9380,72000,600,38511,34381,1353,1240,2018,Auto,18304,18304,103,1,76800
Toyota,Mpv,2017,6,2786,2197,9980,46000,682,39649,51600,1496,1320,2016,Auto,21025,11435,80,1,65800
Mazda,Suv,2017,3,2878,2102,10240,78000,1210,46799,53001,1998,1265,2016,Auto,21161,21626,115,1,69900
Volkswagen,Hatchback,2014,1,4025,955,13970,40800,620,33745,77304,1390,1373,2013,Auto,25279,22391,118,2,47900
Porsche,Sports Car,2010,11,5180,3370,18920,59000,3375,30416,32914,3436,1450,2010,Auto,86960,86960,235,3,174800
Audi,Luxury Sedan,2014,9,3792,1190,12850,61000,624,33915,64841,1395,1310,2014,Auto,30408,19572,90,1,51800
Subaru,Mid-Sized Sedan,2009,10,5598,1180,6110,82001,821,9497,14664,1498,1310,2008,Manual,15331,13949,79,3,19800
Honda,Suv,2016,4,3200,1779,10680,72000,682,30342,46009,1496,1190,2015,Auto,20871,11220,96,1,57800
Bmw,Mpv,2018,6,2407,2576,12620,24200,684,52059,36890,1499,1480,2018,Auto,30479,34671,75,1,106500
Mazda,Mid-Sized Sedan,2017,5,2829,2150,10450,22000,682,37287,45109,1496,1331,2017,Auto,19206,14206,88,2,68800
Mercedes-Benz,Luxury Sedan,2014,6,3877,1107,16060,97322,740,37202,75300,1595,1430,2014,Auto,28620,22068,115,2,59800
Bmw,Suv,2019,10,1918,3063,19290,18000,1210,72145,41805,1998,1660,2019,Auto,40968,49356,135,1,186800
Mercedes-Benz,Stationwagon,2017,8,2729,2253,14220,53448,740,51650,45201,1595,1430,2017,Auto,31880,31632,90,2,103688
Toyota,Suv,2015,8,3450,1533,14560,89000,1196,40606,60101,1986,1610,2015,Auto,25800,23120,111,2,72800
Land Rover,Suv,2016,9,3043,1938,16920,53976,1212,71739,56956,1999,1841,2016,Auto,45440,55616,177,1,117800
Honda,Suv,2016,4,3197,1782,10560,69000,682,29379,46667,1496,1190,2016,Auto,20115,10161,96,2,56800
Bmw,Suv,2014,11,3723,1258,17590,79000,1210,65131,72201,1997,1720,2014,Auto,49966,61953,180,2,91800
Mercedes-Benz,Luxury Sedan,2016,1,3306,1674,19520,71000,1202,53554,54920,1991,1465,2015,Auto,38153,40415,135,3,110000
Honda,Hatchback,2016,7,3109,1844,10300,85000,684,33107,47020,1498,1046,2016,Auto,16937,11937,96,3,58888
Porsche,Sports Car,2020,2,1798,3180,48300,11600,2364,175738,39700,2981,1505,2019,Auto,120055,188099,283,1,515800
Bentley,Sports Car,2013,4,4310,305,104350,72000,3940,123576,96101,3993,2295,2012,Auto,192406,192406,373,3,288888
Mini,Sports Car,2009,10,5592,3034,7920,112040,890,24541,29485,1598,1255,2009,Auto,37450,37450,128,4,65888
Volkswagen,Hatchback,2013,5,4272,343,14830,116888,624,21945,62497,1395,1288,2013,Auto,29096,17735,103,1,37800
Lexus,Suv,2017,12,2589,2391,18840,54837,1210,77622,47002,1998,1890,2017,Auto,50208,62375,175,1,154800
Peugeot,Suv,2017,10,2659,2322,11200,90000,508,39204,44002,1199,1270,2017,Auto,23500,14900,96,1,78800
Honda,Mid-Sized Sedan,2017,9,2680,2301,13130,75888,684,50094,51000,1498,1324,2017,Auto,26334,23868,127,4,94800
Bmw,Sports Car,2007,1,6598,2035,12140,103000,3573,29417,52660,2996,1775,2006,Auto,86083,94692,190,3,67800
Toyota,Suv,2018,12,2234,2746,9490,59500,508,38693,23568,1197,1385,2018,Auto,25647,27906,85,1,85499
Mercedes-Benz,Suv,2016,6,3155,1828,32910,47215,2382,120935,50089,2996,2220,2016,Auto,86545,127781,270,1,228800
Toyota,Luxury Sedan,2016,6,3162,1817,11320,57837,1792,47648,49156,2494,1475,2016,Auto,29296,33015,133,1,73000
Bentley,Luxury Sedan,2014,4,3933,1047,104450,6684,8254,379955,79000,6752,2760,2014,Auto,346403,595526,377,1,598800
Bmw,Luxury Sedan,2013,4,4318,298,27930,117000,2362,50013,58090,2979,1520,2013,Auto,55367,71661,225,3,86800
Volkswagen,Mid-Sized Sedan,2015,8,3464,1490,12310,160000,620,36979,56209,1390,1417,2015,Auto,19366,19366,90,1,61000
Volvo,Suv,2018,9,2332,2649,14850,77000,1176,47419,32429,1969,1683,2018,Auto,28426,31797,185,1,123800
Bmw,Luxury Sedan,2019,12,1868,3112,20110,10160,1210,82256,37900,1998,1540,2019,Auto,52511,66520,135,1,205000
Honda,Luxury Sedan,2008,11,5928,875,6990,191000,2116,7756,16140,2354,1550,2008,Auto,32007,32007,133,6,16800
Honda,Mpv,2016,3,3239,1741,10450,67000,684,34326,43000,1497,1160,2016,Auto,19669,19669,88,1,59800
Bmw,Sports Car,2014,6,3869,1115,21530,127000,2362,56913,67334,2979,1470,2014,Auto,45653,55915,240,3,93800
Mercedes-Benz,Sports Car,2013,3,4327,289,17460,130000,740,32198,91010,1595,1505,2013,Auto,33757,28757,115,3,45800
Mercedes-Benz,Luxury Sedan,2016,5,3166,1813,14980,100000,740,43608,47604,1595,1430,2016,Auto,29588,28424,115,3,88800
Lexus,Luxury Sedan,2016,12,2970,2010,14430,105000,1210,62630,53001,1998,1620,2016,Auto,37509,44513,180,3,101888
Honda,Hatchback,2017,12,2589,2391,14680,59000,684,54298,48011,1498,1378,2017,Manual,31642,31299,134,1,112000
Mercedes-Benz,Luxury Sedan,2014,2,3990,989,30550,118000,1202,59634,75300,1991,1585,2013,Auto,51784,65212,265,4,115800
Honda,Suv,2019,7,2018,2935,9270,15000,682,32794,26667,1496,1190,2019,Auto,23445,14823,96,1,82800
Mini,Hatchback,2009,4,5768,2790,6270,178000,965,19953,26047,1598,1105,2009,Auto,27028,16323,88,6,48000
Toyota,Mid-Sized Sedan,2015,7,3477,1477,10870,78000,742,36715,58700,1598,1205,2015,Auto,17804,17804,90,2,53800
Toyota,Mid-Sized Sedan,2012,8,4534,84,11730,98000,684,14339,66889,1497,1095,2012,Auto,11077,11077,80,2,20000
Toyota,Mpv,2019,5,2084,2895,9090,33000,682,36305,29159,1496,1325,2019,Auto,17506,17506,79,1,81000
Mitsubishi,Mid-Sized Sedan,2018,8,2347,2635,7930,27000,506,28177,33798,1193,940,2018,Auto,13428,5000,59,3,59800
Mercedes-Benz,Luxury Sedan,2010,7,5325,3310,10780,114100,2620,30460,33568,2997,1850,2010,Auto,88066,88066,170,2,97800
Subaru,Mid-Sized Sedan,2008,1,6215,174,9430,161241,1039,6236,20997,1597,1260,2007,Manual,10034,11038,70,3,14000
Kia,Luxury Sedan,2018,8,2347,2635,16530,61088,1210,53289,33420,1998,1642,2018,Auto,33477,38868,182,2,138888
Mazda,Mid-Sized Sedan,2015,10,3383,1599,10360,66668,682,32070,56001,1496,1321,2015,Auto,15701,10701,88,1,50800
Honda,Hatchback,2009,5,5724,1082,7320,150000,708,8305,13943,1339,1010,2008,Auto,15371,15371,73,3,21800
Mercedes-Benz,Luxury Sedan,2010,5,5377,3254,8930,150000,1071,29981,33568,1796,1615,2009,Auto,44672,44672,135,6,79800
Honda,Suv,2016,1,3292,1688,9960,30000,682,30262,51301,1496,1190,2015,Auto,19238,9238,96,1,50800
Toyota,Mid-Sized Sedan,2017,6,2779,2204,9570,70000,742,43077,46489,1598,1215,2016,Auto,19990,19990,90,1,67800
Mercedes-Benz,Luxury Sedan,2014,11,3729,1252,15790,120000,1202,54846,71300,1991,1655,2014,Auto,42793,46911,135,2,77800
Seat,Suv,2019,12,1876,3104,9760,29000,392,35169,33009,999,1210,2018,Auto,19404,9404,85,1,87800
Bmw,Sports Car,2012,1,4759,222,72670,142000,2362,42006,67889,2979,1660,2011,Auto,75605,75605,235,2,82800
Toyota,Mpv,2016,7,3113,1840,10640,70000,682,36160,55200,1496,1320,2016,Auto,20347,10486,80,2,59800
Mercedes-Benz,Luxury Sedan,2014,5,3899,1081,17510,82363,1202,53569,84100,1991,1655,2013,Auto,43296,47615,135,2,75900
Honda,Mpv,2019,10,1947,3034,14710,20800,1630,58170,38602,2356,1776,2019,Auto,30515,34721,129,1,139800
Toyota,Mpv,2007,6,6428,2208,8060,228000,2293,32734,54088,2362,1710,2007,Auto,29013,31915,125,2,48800
Mercedes-Benz,Luxury Sedan,2020,1,1839,3140,13470,31000,586,61050,37900,1332,1385,2019,Auto,32746,37845,120,1,135000
Honda,Mid-Sized Sedan,2008,9,5990,755,8600,114000,962,7993,18583,1595,1220,2008,Auto,18890,18890,92,4,18500
Bmw,Sports Car,2020,3,1784,3195,49340,4000,4568,161049,32801,4395,1995,2019,Auto,113549,176389,390,1,520800
Subaru,Suv,2015,8,3439,1544,11290,99000,1208,36084,62140,1995,1566,2015,Auto,13948,13948,110,1,54800
Toyota,Mid-Sized Sedan,2008,11,5921,875,7490,142909,889,7276,15142,1497,1095,2008,Auto,11834,11834,80,2,17999
Mercedes-Benz,Luxury Sedan,2012,4,4677,303,35340,140269,3164,47737,78189,3498,1735,2011,Auto,82322,82322,225,2,70888
Mazda,Hatchback,2016,1,3288,1692,10110,93000,682,32975,51301,1496,1324,2015,Auto,18033,13033,88,2,53515
Mazda,Suv,2016,8,3075,1907,11850,50000,1210,51808,56002,1998,1528,2016,Auto,27184,30058,121,1,77000
Honda,Mid-Sized Sedan,2009,9,5627,1182,8290,188000,888,9565,14743,1595,1220,2008,Auto,25281,25281,92,4,26888
Honda,Mid-Sized Sedan,2017,5,2806,2173,10930,67000,742,46453,52000,1597,1249,2017,Auto,20403,20565,92,2,75515
Mitsubishi,Mid-Sized Sedan,2017,1,2938,2041,7310,59100,506,32622,51507,1193,940,2016,Auto,13630,5000,57,3,43500
Audi,Luxury Sedan,2017,9,2704,2278,16910,48000,1194,63646,51000,1984,1535,2017,Auto,39560,42384,140,1,126800
Bmw,Suv,2019,11,1895,3085,15050,12600,1210,77424,39406,1998,1535,2018,Auto,47680,58752,141,1,156800
Volkswagen,Hatchback,2016,12,2953,2027,10870,50000,624,35666,49751,1395,1249,2016,Auto,20460,10644,92,1,65800
Audi,Luxury Sedan,2017,12,2602,2378,13790,17530,624,54540,51603,1395,1450,2017,Auto,32727,27818,110,2,103930
Porsche,Suv,2020,10,1567,3413,27140,5000,1194,114426,40301,1984,1845,2019,Auto,76447,109605,180,1,308888
Bmw,Suv,2018,11,2255,2725,19760,19800,1210,60757,31101,1998,1660,2018,Auto,41424,49994,135,1,172800
Nissan,Suv,2017,5,2806,2173,11340,65280,1210,52892,55414,1997,1626,2017,Auto,24596,26435,106,2,80900
Mitsubishi,Sports Car,2010,11,5189,3370,15580,140000,1331,30416,32914,1998,1540,2008,Auto,46011,46011,206,3,144000
Nissan,Mid-Sized Sedan,2019,4,2107,2872,8300,27000,742,38712,33199,1598,1205,2019,Auto,16713,16713,85,1,73800
Bmw,Suv,2017,4,2836,2143,13880,39000,684,54426,54000,1499,1430,2017,Auto,30855,30197,100,1,96800
Porsche,Suv,2012,3,4702,279,65990,88000,3322,49945,79304,3598,2105,2011,Auto,87636,87636,220,3,94800
Mercedes-Benz,Luxury Sedan,2015,10,3403,1579,16520,79000,740,50674,58109,1595,1425,2015,Auto,35294,36412,115,1,89800
Hyundai,Mid-Sized Sedan,2012,2,4730,250,14290,153000,738,10706,52809,1591,1267,2012,Auto,14033,14033,95,2,16999
Mercedes-Benz,Hatchback,2016,7,3106,1847,13420,46700,740,38821,47020,1595,1395,2016,Auto,23217,19504,90,1,78800
Porsche,Sports Car,2009,9,5606,2879,18720,156800,2712,27989,35411,2893,1435,2009,Auto,92159,92159,195,5,148000
Toyota,Suv,2016,1,3305,1675,13720,73000,1196,43088,54920,1986,1610,2015,Auto,27459,25443,111,1,75888
Audi,Hatchback,2013,9,4142,840,13440,57000,624,25580,77989,1395,1300,2013,Auto,26142,13599,90,1,37800
Bmw,Luxury Sedan,2013,8,4170,813,29690,77700,2382,81544,83001,2996,1790,2012,Auto,74191,105544,190,2,118988
Porsche,Sports Car,2007,1,6573,2059,16760,134000,4488,29778,52660,3387,1395,2006,Auto,98498,108348,217,5,94800
Bmw,Sports Car,2009,6,5710,2817,8630,147000,2155,24707,31933,2497,1525,2009,Auto,54164,54164,160,4,66800
Toyota,Mid-Sized Sedan,2009,10,5574,1180,7350,136300,821,9497,14664,1497,1095,2009,Auto,12717,11642,80,3,23800
Opel,Suv,2019,2,2168,2810,9940,50373,508,45865,26170,1199,1295,2018,Auto,30159,34223,96,1,93800
Volvo,Suv,2017,4,2844,2135,22310,79965,1176,88283,53300,1969,2053,2017,Auto,57802,76044,187,1,168800
Suzuki,Suv,2016,9,3068,1914,9900,84000,736,37775,52503,1586,1160,2016,Auto,18619,13619,88,1,58800
Audi,Sports Car,2012,5,4635,345,129060,90000,5834,153399,92050,5204,1715,2012,Auto,289196,289196,412,2,268000
Mercedes-Benz,Luxury Sedan,2020,11,1545,3435,16030,6000,684,87437,39000,1497,1505,2018,Auto,53105,67589,145,1,184800
Hyundai,Mid-Sized Sedan,2011,6,4978,1784,7640,102383,738,20725,21142,1591,1267,2011,Auto,11297,11297,95,2,37448
Honda,Hatchback,2008,9,5991,818,8820,147000,887,7257,16170,1496,1080,2007,Auto,14181,6693,88,4,19800
Mercedes-Benz,Suv,2020,9,1611,3370,17320,10000,586,61950,35001,1332,1610,2020,Auto,33910,39474,120,1,179800
Mazda,Mpv,2015,3,3599,1382,13130,88000,1520,42812,71889,2261,1780,2015,Auto,22762,23867,120,1,61800
Honda,Hatchback,2020,8,1625,3356,8790,8000,578,35916,33520,1318,1052,2020,Auto,16758,6758,73,1,84300
Mercedes-Benz,Luxury Sedan,2016,3,3235,1745,16480,50000,1202,64473,38610,1991,1655,2015,Auto,52041,65674,135,1,111800
Suzuki,Suv,2015,12,3324,1657,8660,118000,736,37068,55399,1586,1125,2015,Auto,16940,16940,86,1,47888
Audi,Suv,2020,2,1808,3170,14800,18000,624,52538,30890,1395,1545,2019,Auto,30143,34201,110,1,145888
Bmw,Luxury Sedan,2020,10,1553,3427,27120,5558,1210,132986,40790,1998,1765,2020,Auto,89894,133810,195,1,321800
Nissan,Sports Car,2009,6,5704,2879,11230,93000,4169,27989,35411,3696,1490,2009,Manual,50573,50573,245,3,88800
Toyota,Mid-Sized Sedan,2007,9,6341,2293,5880,143000,958,27729,44081,1497,1095,2007,Auto,12607,13868,80,4,36988
Hyundai,Mid-Sized Sedan,2011,5,4996,1810,7200,106000,738,21948,22069,1591,1264,2010,Auto,10634,10634,89,2,35800
Lexus,Luxury Sedan,2008,7,6040,2565,8150,247000,3094,26246,36888,2995,1660,2008,Auto,52219,52219,183,5,58000
Nissan,Mid-Sized Sedan,2015,6,3502,1482,9420,93395,742,32504,61000,1598,1205,2015,Auto,16028,11028,85,2,43800
Toyota,Mpv,2016,11,3003,1977,11210,65000,976,45582,56410,1798,1360,2016,Auto,19955,19955,105,1,70800
Mini,Hatchback,2015,1,3680,1301,13880,122597,508,27272,63990,1198,1120,2014,Auto,21256,6759,75,2,53000
Nissan,Sports Car,2010,10,5222,3370,31270,146000,4000,30416,32914,3799,1745,2010,Auto,108262,108262,357,3,289000
Bmw,Luxury Sedan,2020,12,1507,3472,27180,4080,1210,139510,41101,1998,1765,2020,Auto,89894,133810,195,1,325800
Volvo,Luxury Sedan,2015,10,3378,1604,11780,46000,1176,46826,62101,1969,1672,2015,Auto,25596,27835,180,1,65800
Bmw,Mpv,2020,10,1553,3427,12470,6545,684,61557,32699,1499,1490,2020,Auto,35066,41093,80,1,137800
Honda,Mpv,2015,12,3346,1635,10830,64352,684,40379,59200,1497,1160,2015,Auto,19708,19708,88,1,58500
Mitsubishi,Mid-Sized Sedan,2018,1,2562,2417,7280,61000,506,29098,38200,1193,940,2017,Auto,13474,5000,59,1,50800
Honda,Hatchback,2015,11,3348,1633,9940,96000,684,32939,57089,1498,1046,2015,Auto,15479,10479,96,1,49800
Opel,Suv,2017,12,2590,2390,8450,39000,508,43355,42339,1199,1203,2017,Auto,24129,20781,81,1,65800
Mercedes-Benz,Suv,2020,1,1854,3126,13290,11000,740,53408,32889,1595,1435,2019,Auto,29710,33594,90,1,130800
Bmw,Luxury Sedan,2020,11,1521,3458,13560,6000,684,64629,41503,1499,1375,2020,Auto,35966,42353,103,2,149800
Mercedes-Benz,Luxury Sedan,2015,12,3330,1651,18540,96000,1202,70250,60001,1991,1680,2015,Auto,49637,61492,155,2,114800
Bmw,Luxury Sedan,2015,1,3659,1321,15400,92355,1210,59176,75200,1997,1615,2013,Auto,44355,49097,135,2,80500
Toyota,Mpv,2018,3,2514,2466,10310,28302,976,48139,49000,1798,1355,2017,Auto,19955,19955,105,2,79800
Toyota,Mpv,2017,1,2935,2044,10280,52034,974,41032,50010,1797,1350,2016,Auto,20107,20150,105,1,67800
Nissan,Suv,2016,11,3005,1975,10140,62800,1210,45325,56410,1997,1379,2016,Auto,19653,19653,106,2,64800
Nissan,Mid-Sized Sedan,2009,2,5831,974,6260,16800,889,6901,12864,1498,1130,2008,Auto,20149,20149,80,4,16800
Bmw,Suv,2020,12,1491,3488,15090,6422,1210,77527,49500,1998,1485,2020,Auto,42024,50834,141,1,169800
Volkswagen,Hatchback,2015,7,3485,1469,10510,71000,624,30579,58700,1395,1249,2015,Auto,19222,9222,90,2,47800
Toyota,Luxury Sedan,2018,3,2501,2479,11920,18284,1210,57054,47002,1998,1480,2018,Auto,29587,33422,123,1,97800
Toyota,Luxury Sedan,2008,3,6162,280,8220,108000,2293,7989,22499,2362,1540,2007,Auto,28797,31677,123,2,14600
Chevrolet,Mid-Sized Sedan,2016,1,3298,1682,7690,57724,742,30929,45002,1598,1413,2015,Auto,14471,14471,86,1,42800
Toyota,Mpv,2016,5,3185,1794,10510,96740,976,38415,49602,1798,1360,2016,Auto,19953,19953,105,1,61800
Mercedes-Benz,Luxury Sedan,2009,5,5747,2884,7930,139322,965,22080,27886,1597,1500,2008,Auto,37093,37093,115,3,62800
Audi,Luxury Sedan,2015,2,3639,1340,12010,115000,624,32651,62002,1395,1310,2014,Auto,27183,15057,92,1,51800
Mercedes-Benz,Luxury Sedan,2015,8,3446,1537,24480,120000,2382,130189,65501,2996,1935,2015,Auto,96961,146530,245,1,176500
Kia,Hatchback,2012,5,4627,353,15260,107000,738,10773,42952,1591,1261,2012,Auto,13144,13144,91,2,21500
Toyota,Mpv,2009,9,5614,3019,6990,123560,1169,31423,37941,1797,1340,2009,Auto,21193,21193,106,3,57888
Ferrari,Sports Car,2011,1,5121,3309,50490,66000,5201,30450,33568,4497,1515,2010,Auto,335125,335125,416,6,458000
Mercedes-Benz,Luxury Sedan,2013,7,4219,735,18390,102000,1202,46475,77110,1991,1655,2013,Auto,45373,50523,135,1,63800
Mazda,Sports Car,2008,5,6092,2539,9820,139899,1573,26992,38712,1998,1140,2007,Auto,25880,25880,122,5,68500
Volkswagen,Hatchback,2018,1,2556,2423,10530,69000,624,47743,44000,1395,1383,2017,Auto,27828,30960,92,1,85500
Nissan,Suv,2017,3,2861,2119,9970,29000,508,40296,51765,1197,1285,2017,Auto,18583,13583,85,1,64800
Lexus,Luxury Sedan,2009,5,5745,2850,7770,109000,2340,25826,33018,2500,1625,2009,Auto,37374,37374,153,2,60800
Honda,Mid-Sized Sedan,2019,5,2074,2905,8750,15000,242,22280,9170,1597,1237,2019,Auto,19955,19955,92,1,79777
Honda,Hatchback,2020,1,1825,3154,11980,13000,578,34905,35010,1317,1030,2019,Auto,16126,6126,73,1,106800
Toyota,Mid-Sized Sedan,2019,11,1890,3090,9080,23895,742,41870,32000,1598,1315,2019,Auto,19648,19648,96,1,86800
Lexus,Suv,2016,8,3073,1909,16160,100000,1210,68179,57508,1998,1755,2016,Auto,41971,50760,175,2,110000
Bmw,Luxury Sedan,2016,5,3179,1800,14240,95000,684,44596,49501,1499,1425,2016,Auto,29816,28743,100,2,84800
Mercedes-Benz,Luxury Sedan,2017,5,2809,2170,19860,52000,1202,86637,51000,1991,1615,2016,Auto,57401,75322,155,1,155988
Mercedes-Benz,Hatchback,2013,8,4173,810,14930,80000,740,28562,75556,1595,1395,2013,Auto,26874,19624,115,2,42988
Bmw,Luxury Sedan,2014,6,3870,1114,16240,75000,1210,53981,65301,1997,1615,2013,Auto,46697,52376,135,3,75800
Honda,Mpv,2008,6,6068,742,9250,140000,1271,7706,18953,1799,1370,2008,Auto,20361,20361,103,2,18800
Mercedes-Benz,Luxury Sedan,2017,6,2784,2199,16360,45000,740,64857,54405,1595,1425,2017,Auto,36252,42753,115,1,120000
Kia,Sports Car,2012,3,4688,293,15900,140000,738,11584,56501,1591,1232,2012,Auto,14005,14005,91,6,19900
Mazda,Mid-Sized Sedan,2015,10,3390,1592,10600,45000,682,34223,57498,1496,1321,2015,Auto,17996,12996,88,1,52800
Toyota,Mpv,2016,3,3226,1754,17070,313200,1792,61541,46970,2494,2065,2016,Auto,45427,55598,134,1,110000
Mazda,Hatchback,2015,5,3534,1446,9380,102000,682,29722,66590,1496,1036,2015,Auto,15897,5000,85,2,39800
Chevrolet,Mid-Sized Sedan,2015,6,3501,1483,7980,134945,626,30915,61000,1398,1220,2015,Auto,13734,8734,74,1,36800
Toyota,Mpv,2008,12,5882,2729,6670,134000,1264,24060,32121,1794,1310,2008,Auto,18803,16884,97,2,49988
Mercedes-Benz,Sports Car,2011,7,4947,3640,10990,84600,974,49662,49716,1796,1685,2010,Auto,58555,58555,135,1,109800
Kia,Sports Car,2010,1,5500,1209,7770,119000,886,9791,14743,1591,1232,2009,Auto,15418,15418,92,6,25800
Mercedes-Benz,Luxury Sedan,2014,10,3771,1211,28170,119000,2382,121927,72990,2996,1935,2014,Auto,99017,150231,245,2,168800
Ford,Mid-Sized Sedan,2016,12,2953,2027,8210,35000,392,38326,49751,999,1334,2016,Auto,19190,14190,92,1,52800
Hyundai,Mid-Sized Sedan,2018,10,2298,2683,8620,56190,738,28748,28000,1591,1345,2018,Auto,10847,10847,93,1,68888
Mercedes-Benz,Suv,2016,4,3225,1755,14790,59000,740,46479,45504,1595,1480,2015,Auto,30765,35071,90,3,88800
Audi,Luxury Sedan,2015,9,3423,1559,11560,62321,624,38866,57089,1395,1310,2015,Auto,27587,20622,92,2,59800
Mazda,Mid-Sized Sedan,2007,7,6398,18,8220,130000,1039,5454,24100,1598,1235,2007,Auto,15135,16649,79,4,9300
Audi,Sports Car,2015,12,3317,1664,19870,42000,1194,73682,60003,1984,1500,2015,Auto,52296,66133,169,4,123888
Honda,Mid-Sized Sedan,2009,10,5576,1085,9340,132010,888,8328,13943,1595,1220,2008,Auto,25281,25281,92,3,27888
Mazda,Mpv,2014,9,3786,1196,12220,106000,1520,40550,73010,2261,1780,2014,Auto,23920,25488,120,2,52888
Nissan,Suv,2017,10,2662,2319,10280,41500,508,33965,36001,1197,1325,2017,Auto,19750,14750,85,1,72800
Bmw,Luxury Sedan,2014,5,3904,1076,15120,116500,1210,48369,70002,1997,1420,2014,Auto,42187,46062,135,2,67800
Toyota,Mid-Sized Sedan,2009,10,5594,1209,7080,152000,821,9791,14743,1497,1095,2009,Auto,12717,11955,80,4,23500
Honda,Hatchback,2009,1,5864,942,8030,170000,767,6751,13024,1339,1070,2008,Auto,13401,11527,73,6,20800
Bmw,Hatchback,2020,10,1552,3428,12830,6260,684,61027,40301,1499,1320,2019,Auto,33143,38401,103,1,139800
Mitsubishi,Mid-Sized Sedan,2008,7,6042,738,8550,170000,1573,7762,18444,1998,1427,2008,Auto,18825,18825,114,5,18000
Mercedes-Benz,Suv,2019,6,2056,2927,21070,33000,1202,81121,39728,1991,1785,2019,Auto,52030,65654,155,2,201888
Honda,Hatchback,2008,11,5915,892,8890,154288,889,7275,14835,1497,1080,2008,Auto,21214,21214,88,2,21800
Mercedes-Benz,Sports Car,2015,11,3367,1614,32780,33000,3922,148510,58801,3982,1715,2015,Auto,112977,175359,350,2,233000
Toyota,Mid-Sized Sedan,2014,8,3810,1173,11490,88000,742,29118,62890,1598,1205,2014,Auto,18650,13650,90,3,43800
Bentley,Sports Car,2016,11,2995,1985,63480,28000,3940,259507,55201,3993,2295,2015,Auto,185521,305938,388,1,498888
Toyota,Mpv,2013,7,4208,746,13110,93000,976,26148,67010,1798,1360,2013,Auto,23453,19835,105,1,37800
Audi,Luxury Sedan,2008,9,5965,843,11010,131000,1269,7727,16689,1798,1450,2008,Auto,35866,35866,118,4,25500
Mercedes-Benz,Suv,2018,9,2338,2644,19440,35703,1202,61179,31000,1991,1705,2018,Auto,42569,51597,135,1,166800
Mercedes-Benz,Hatchback,2014,11,3725,1256,13990,53108,740,33106,63880,1595,1425,2014,Auto,25004,17006,90,2,56800
Honda,Mpv,2007,12,6243,200,8030,120000,1369,8069,25925,1799,1370,2007,Auto,20799,22879,103,3,12500
Bmw,Luxury Sedan,2013,8,4170,813,28790,24800,2362,88609,76607,2979,1750,2013,Auto,81782,119208,235,1,123800
Porsche,Sports Car,2020,11,1539,3440,34150,4580,1200,109626,39000,1988,1365,2020,Auto,69493,97088,220,1,370888
Mercedes-Benz,Sports Car,2011,1,5132,3490,10230,58704,1071,38985,40714,1796,1575,2010,Auto,58222,58222,150,4,98000
Mercedes-Benz,Luxury Sedan,2012,3,4690,291,20060,138000,974,33590,73890,1796,1650,2011,Auto,55277,55277,150,2,43800
Honda,Stationwagon,2008,2,6186,255,7480,145000,955,7213,21061,1496,1160,2007,Auto,14837,16321,81,3,12800
Honda,Stationwagon,2018,6,2424,2559,9350,19000,682,32988,38001,1496,1130,2017,Auto,18433,8433,97,1,69800
Bmw,Luxury Sedan,2018,2,2535,2443,18460,58531,1210,70563,44000,1998,1530,2017,Auto,45675,55945,135,1,151800
Mazda,Luxury Sedan,2020,11,1521,3458,10620,6200,1210,50771,39500,1998,1514,2019,Auto,24385,26139,121,1,113800
Suzuki,Suv,2017,3,2882,2098,9940,45200,736,37855,49430,1586,1160,2016,Auto,17518,12518,88,1,63500
Volkswagen,Mpv,2020,8,1640,3312,12640,10500,624,53402,35001,1395,1288,2019,Auto,26033,28447,110,1,130000
