Brand,Type,Reg_year,Reg_month,Days_since_registration,Coe_left,Depreciation,Mileage,Road_Tax,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,ARF,Power,Number_of_Owners,Price
Honda,Stationwagon,2018,5,2455,2524,9450,55623,682,33619,38801,1496,1130,2018,Auto,20587,10822,97,2,70888
Audi,Hatchback,2013,11,4080,901,12920,94536,624,26746,74991,1395,1300,2013,Auto,26158,13622,90,3,38800
Mercedes-Benz,Luxury Sedan,2016,6,3157,1825,18340,44000,1202,75527,49000,1991,1680,2015,Auto,53339,68011,155,1,125800
Mitsubishi,Suv,2019,5,2070,2909,10900,39000,1210,52978,48010,1998,1480,2018,Auto,19514,19514,110,1,96800
Mercedes-Benz,Luxury Sedan,2016,9,3060,1921,16550,69000,1202,62851,57903,1991,1465,2016,Auto,40075,43105,135,2,108800
Honda,Mid-Sized Sedan,2019,1,2204,2775,9830,25110,742,32865,23568,1597,1249,2018,Auto,19877,19877,92,1,84800
Audi,Luxury Sedan,2016,3,3239,1741,14180,106000,976,52316,47604,1798,1645,2015,Auto,39446,42225,140,2,88888
Toyota,Mpv,2018,1,2555,2424,10150,19048,682,42042,42339,1496,1350,2017,Auto,18489,18489,79,2,76800
Mercedes-Benz,Luxury Sedan,2016,6,3157,1825,16510,50000,1202,74228,49000,1991,1655,2015,Auto,52377,66279,135,1,115800
Mini,Sports Car,2010,8,5270,3244,7500,118500,816,29272,32875,1598,1155,2010,Auto,27973,27973,135,6,66800
Mazda,Mpv,2017,2,2903,2075,9660,104128,1210,42103,48209,1998,1535,2016,Auto,19490,19490,111,1,64800
Mazda,Luxury Sedan,2017,2,2896,2082,10410,57200,1786,48940,48209,2488,1515,2016,Auto,26059,28483,141,1,73800
Honda,Mid-Sized Sedan,2017,1,2931,2048,10370,69000,742,43795,50000,1597,1249,2016,Auto,20640,20896,92,2,68800
Mercedes-Benz,Luxury Sedan,2019,5,2079,2900,31310,6450,2382,137340,43102,2996,1940,2019,Auto,91869,137365,200,1,318000
Mercedes-Benz,Suv,2018,7,2393,2560,13670,35000,740,50574,38001,1595,1435,2018,Auto,28179,31451,90,1,112800
Honda,Hatchback,2019,11,1892,3088,8420,27000,578,30541,30000,1318,1052,2019,Auto,16826,6826,73,1,74800
Seat,Stationwagon,2019,12,1867,3113,8420,28000,392,42974,33009,999,1259,2018,Auto,19702,19702,85,1,81800
Bmw,Luxury Sedan,2016,8,3102,1851,17720,60000,1210,60305,57508,1998,1540,2016,Auto,38478,40870,135,1,111800
Volkswagen,Hatchback,2011,7,4955,1784,8550,102000,620,20725,21142,1390,1241,2011,Auto,22291,22291,90,6,41888
Mitsubishi,Mid-Sized Sedan,2018,1,2557,2422,6370,18000,70,17847,21200,1193,940,2017,Auto,13474,5000,59,1,44888
Ford,Sports Car,2018,7,2386,2567,32540,27000,5574,81243,37000,5038,1893,2018,Auto,56753,74156,331,2,268800
Volkswagen,Mpv,2016,12,2953,2027,10900,82288,624,46782,51109,1395,1288,2016,Auto,26755,24457,110,1,72888
Bmw,Hatchback,2012,7,4583,6,15330,150000,742,20944,59003,1598,1310,2012,Auto,26295,26295,100,2,29988
Mercedes-Benz,Luxury Sedan,2010,8,5276,3358,7800,156800,1071,30308,32914,1796,1495,2010,Auto,38917,38917,115,2,71800
Honda,Mid-Sized Sedan,2017,5,2802,2177,9560,64210,684,40817,51600,1497,1096,2016,Auto,18293,13293,88,1,63800
Hyundai,Mid-Sized Sedan,2019,11,1889,3091,8080,66000,738,38143,32000,1591,1345,2019,Auto,14667,14667,93,1,75888
Audi,Luxury Sedan,2017,7,2743,2210,14060,35000,624,50903,50001,1395,1450,2017,Auto,32098,26938,110,1,99800
Kia,Mid-Sized Sedan,2017,9,2701,2280,8390,45211,738,37041,44002,1591,1295,2017,Auto,12692,12692,95,1,58800
Mini,Hatchback,2016,10,3036,1945,13730,53000,684,43512,57508,1499,1175,2016,Auto,25066,17093,100,1,81800
Mercedes-Benz,Luxury Sedan,2014,11,3726,1255,17050,96000,740,43031,71990,1595,1425,2014,Auto,32856,27999,115,3,72800
Mercedes-Benz,Sports Car,2018,8,2350,2632,17850,19000,740,59364,32551,1595,1505,2018,Auto,39871,47820,115,2,152800
Bentley,Luxury Sedan,2013,8,4177,806,85390,610000,7074,210473,77989,5998,2475,2013,Auto,194559,322207,460,4,349900
Chevrolet,Mid-Sized Sedan,2008,8,6000,809,5770,150000,814,7589,17099,1399,1115,2008,Manual,9021,4558,69,3,12800
Toyota,Mid-Sized Sedan,2015,12,3320,1661,9840,70000,742,38459,56989,1598,1205,2015,Auto,17804,17804,90,2,53777
Kia,Mid-Sized Sedan,2009,7,5691,1119,7860,177000,886,9156,14920,1591,1251,2009,Auto,13989,12922,92,4,24111
Mazda,Hatchback,2019,6,2044,2939,8140,18000,682,34941,30009,1496,1067,2019,Auto,14348,14348,85,1,72800
Mercedes-Benz,Luxury Sedan,2018,5,2444,2535,13940,38869,740,50242,38200,1595,1430,2018,Auto,28237,31532,90,2,112800
Mitsubishi,Suv,2017,6,2785,2198,9680,67982,1210,44790,53001,1998,1417,2017,Auto,17145,17145,110,1,66888
Audi,Sports Car,2011,1,5115,3490,9600,142900,1313,38985,40714,1984,1280,2010,Auto,51874,51874,155,4,91888
Mazda,Mid-Sized Sedan,2017,12,2596,2384,8990,38326,682,38199,42339,1496,1331,2017,Auto,18998,13998,88,1,65800
Mini,Sports Car,2019,10,1927,3054,19370,6000,1210,71375,41001,1998,1675,2019,Auto,42470,51458,225,1,188000
Mercedes-Benz,Luxury Sedan,2019,12,1870,3110,21580,20000,1202,98140,41805,1991,1670,2019,Auto,61824,83284,190,1,225800
Honda,Mid-Sized Sedan,2013,7,4228,756,12240,61800,684,23407,69903,1497,1080,2010,Manual,19880,14880,88,1,32800
Porsche,Sports Car,2014,6,3885,1099,49400,30000,3068,123140,67304,3436,1425,2013,Auto,103467,158241,239,3,228000
Mercedes-Benz,Hatchback,2013,6,4236,748,13960,79200,740,22875,62497,1595,1395,2013,Auto,24842,16779,115,2,37000
Kia,Suv,2019,5,2095,2884,8930,43000,392,26755,26659,998,1185,2019,Auto,17529,7529,88,3,74500
Honda,Mpv,2009,12,5531,3100,6670,120000,1174,33454,39313,1799,1350,2008,Auto,21855,21855,103,2,56800
Volkswagen,Hatchback,2013,6,4243,741,13560,101000,624,19922,61029,1395,1288,2013,Auto,25395,12553,103,2,33800
Nissan,Suv,2018,4,2466,2513,10210,41000,508,42252,39000,1197,1325,2018,Auto,20452,20633,85,1,80800
Honda,Suv,2018,9,2323,2658,9550,33000,682,40156,31997,1496,1200,2018,Auto,21733,22427,96,1,80888
Mazda,Luxury Sedan,2016,6,3144,1839,11010,69000,1210,43256,56000,1998,1454,2016,Auto,20024,20034,121,2,65515
Honda,Mid-Sized Sedan,2019,4,2121,2858,8290,35000,684,33508,25920,1497,1096,2019,Auto,17560,17560,88,1,73800
Bmw,Sports Car,2007,12,6242,2364,11220,35000,3307,32547,50168,2979,1735,2007,Auto,81360,89496,225,1,72800
Porsche,Sports Car,2008,11,5930,2703,15750,117366,2623,23822,32121,2687,1390,2008,Auto,67671,67671,180,6,116800
Bmw,Luxury Sedan,2013,1,4387,228,15610,156000,742,27669,92100,1598,1405,2012,Auto,32919,22919,100,2,37000
Porsche,Sports Car,2010,3,5437,3195,15030,77304,2422,31050,35416,2687,1400,2008,Auto,45920,45920,180,6,131800
Audi,Sports Car,2015,7,3471,1483,21500,94000,1194,68391,58109,1984,1410,2015,Auto,50704,63268,169,2,120800
Bmw,Hatchback,2013,8,4177,806,13830,116801,742,27762,75556,1598,1310,2013,Auto,26020,18428,100,3,39800
Audi,Luxury Sedan,2018,3,2521,2458,13710,43300,1194,55191,39000,1984,1480,2017,Auto,33203,38485,140,1,111800
Porsche,Sports Car,2011,7,4944,3399,18230,34639,5210,32571,34935,4806,1875,2010,Auto,133662,133662,294,4,170000
Audi,Sports Car,2011,1,5131,3490,15670,73000,1954,38985,40714,2480,1475,2010,Auto,77877,77877,250,3,150000
Toyota,Suv,2021,3,1419,3560,24030,1500,4902,110717,51900,4608,2530,2019,Auto,67886,94195,234,1,281818
Mercedes-Benz,Hatchback,2016,10,3033,1948,13050,110953,740,41102,51506,1595,1395,2014,Auto,22210,18094,90,2,78800
Volkswagen,Luxury Sedan,2010,10,5220,3310,9480,156500,1313,30735,33568,1984,1454,2010,Auto,31328,31328,147,4,86800
Mercedes-Benz,Suv,2019,1,2203,2776,19060,75000,1202,68248,31001,1991,1735,2018,Auto,48209,59493,155,1,175000
Nissan,Mid-Sized Sedan,2009,8,5633,1176,7400,120000,821,9465,14664,1498,1175,2009,Auto,19215,19215,80,3,23888
Bmw,Sports Car,2020,3,1777,3202,42500,3800,4568,165101,30012,4395,1875,2019,Auto,118320,184976,460,1,465888
Porsche,Suv,2008,5,6105,2526,14400,170000,4319,26854,38712,3598,2245,2007,Auto,50156,50156,213,6,99900
Honda,Mid-Sized Sedan,2018,5,2444,2535,10340,73000,742,41779,38830,1597,1249,2018,Auto,19662,19662,92,1,81800
Toyota,Mpv,2017,8,2738,2215,19890,59000,1792,72145,50001,2493,2030,2017,Auto,45121,55170,134,2,150000
Hyundai,Hatchback,2012,10,4496,120,13580,11900,738,17873,62600,1591,1353,2012,Auto,17279,17279,137,2,26800
Mercedes-Benz,Luxury Sedan,2007,9,6356,2279,8610,168892,1364,31468,50355,1796,1490,2007,Auto,42935,47229,135,3,53800
Mercedes-Benz,Luxury Sedan,2019,6,2049,2934,15850,26422,740,70633,48010,1595,1490,2019,Auto,36204,42686,115,2,148800
Honda,Mid-Sized Sedan,2018,4,2469,2510,9960,80000,742,42366,40000,1597,1249,2018,Auto,19724,19724,92,1,78500
Peugeot,Suv,2018,5,2449,2530,12060,53000,742,50290,37605,1598,1300,2017,Auto,28726,32217,121,2,99888
Nissan,Sports Car,2008,9,5965,2668,29780,201000,4727,24434,33377,3799,1740,2008,Auto,78864,78864,353,2,218000
Seat,Suv,2020,7,1651,3301,9160,5300,70,21594,16520,999,1210,2019,Auto,18678,8678,85,1,88000
Bmw,Sports Car,2013,3,4324,292,49650,120800,3948,60201,97889,3999,1600,2012,Auto,78040,78040,309,3,128800
Toyota,Mpv,2018,5,2436,2543,9310,35000,682,39793,38510,1496,1325,2018,Auto,17199,17199,79,1,73588
Toyota,Mpv,2016,7,3108,1845,10210,50000,682,35551,53000,1496,1320,2015,Auto,20771,11080,80,1,58000
Toyota,Luxury Sedan,2007,12,6258,185,11750,190000,1694,7856,25925,1998,1530,2007,Auto,26830,29513,108,2,17800
Mercedes-Benz,Sports Car,2011,6,4989,3580,10180,112000,974,46852,47701,1796,1575,2011,Auto,53875,53875,150,4,100000
Mercedes-Benz,Suv,2017,1,2948,2032,19860,57800,1202,73415,56206,1991,1735,2016,Auto,45774,56084,155,1,138800
Audi,Suv,2020,1,1826,3153,15060,26500,624,55704,37705,1395,1545,2019,Auto,27687,30762,110,1,145720
Toyota,Mid-Sized Sedan,2013,2,4353,261,13160,60000,742,23590,87109,1598,1195,2012,Auto,15511,15511,90,1,30500
Toyota,Luxury Sedan,2012,12,4426,190,15820,80000,1210,26996,93004,1998,1445,2012,Auto,23232,23232,109,1,35800
Nissan,Suv,2015,9,3429,1553,10900,107000,1210,40507,62140,1997,1379,2015,Auto,20017,20024,106,1,56500
Audi,Luxury Sedan,2018,11,2252,2728,12090,34000,624,42667,32000,1395,1320,2018,Auto,23548,24968,110,1,102999
Toyota,Suv,2017,4,2840,2139,13650,81100,1196,51723,48556,1986,1610,2016,Auto,31592,31229,111,1,95800
Mazda,Mid-Sized Sedan,2016,6,3136,1847,8910,67572,682,37968,55200,1496,1079,2016,Auto,18360,13360,85,1,51800
Lexus,Suv,2009,3,5803,2790,7810,132000,4030,24003,31335,3456,1975,2009,Auto,53807,53807,204,1,59800
Toyota,Luxury Sedan,2008,12,5892,2740,6980,146888,2337,23730,31553,2499,1510,2007,Auto,30672,30672,158,4,52500
Mercedes-Benz,Suv,2017,8,2723,2259,19380,57000,1202,73259,53001,1991,1735,2017,Auto,44216,53903,155,1,146999
Subaru,Suv,2019,4,2105,2874,12460,36000,1208,50856,48000,1995,1591,2018,Auto,17309,17309,115,1,106999
Toyota,Mid-Sized Sedan,2020,11,1541,3438,9600,8700,742,50825,35990,1598,1315,2020,Auto,21787,22502,96,1,101800
Toyota,Mid-Sized Sedan,2010,7,5315,1465,7760,120000,816,13475,16438,1598,1195,2010,Auto,16680,16680,80,3,31800
Mitsubishi,Mid-Sized Sedan,2016,3,3234,1746,6740,32455,70,17716,29651,1193,940,2016,Auto,13682,5000,57,1,34800
Volvo,Hatchback,2015,12,3332,1649,10050,108000,684,39062,56989,1498,1450,2015,Auto,22809,18933,90,3,55000
Kia,Mid-Sized Sedan,2015,7,3486,1468,9310,115000,738,36126,58700,1591,1295,2015,Auto,17170,17170,95,3,46800
Mitsubishi,Mid-Sized Sedan,2016,8,3085,1897,6400,35188,70,22221,35503,1193,940,2016,Auto,14471,5000,57,1,35800
Subaru,Luxury Sedan,2016,5,3179,1800,10230,71288,1798,40933,51010,2498,1604,2016,Auto,21742,22439,129,2,61800
Toyota,Mpv,2014,9,3789,1193,11260,143000,976,35401,68689,1798,1360,2014,Auto,23454,19836,105,1,46800
Mercedes-Benz,Luxury Sedan,2016,11,2994,1986,16960,107000,1202,84071,57002,1991,1605,2016,Auto,54809,70657,135,1,127800
Mitsubishi,Mpv,2008,12,5893,914,8080,177000,2153,7927,15777,2378,1710,2008,Auto,27903,27903,121,3,20300
Hyundai,Mid-Sized Sedan,2020,8,1617,3364,7610,11407,608,39833,35710,1368,1115,2019,Auto,9189,9189,73,1,74800
Hyundai,Mid-Sized Sedan,2017,12,2596,2384,8540,38455,738,36629,42339,1591,1345,2017,Auto,11905,11905,93,1,61800
Honda,Mid-Sized Sedan,2008,7,6035,2570,6420,133000,962,26494,37165,1595,1220,2008,Auto,18699,18699,92,4,45800
Honda,Mid-Sized Sedan,2017,11,2645,2336,10930,81139,742,42846,44002,1597,1249,2017,Auto,19532,19532,92,1,79800
Toyota,Mpv,2008,6,6076,734,8350,157297,1264,7623,18953,1794,1300,2008,Auto,17564,17564,97,4,16800
Honda,Mpv,2016,6,3148,1835,13940,60383,1630,52745,49156,2356,1855,2016,Auto,32399,37359,129,2,88800
Lexus,Luxury Sedan,2021,1,1482,3495,17550,1100,1784,75589,39500,2487,1620,2020,Auto,47986,59181,152,1,198000
Mazda,Mid-Sized Sedan,2016,12,2969,2011,8680,58200,682,36795,48000,1496,1079,2016,Auto,18729,13729,85,1,54800
Volvo,Suv,2015,9,3429,1553,15280,120900,1176,58351,62101,1969,1781,2015,Auto,38242,45539,180,1,87888
Nissan,Hatchback,2017,7,2763,2190,8910,55000,508,31700,42801,1197,1265,2016,Auto,17541,7541,85,2,58000
Toyota,Mid-Sized Sedan,2014,6,3891,1089,11650,127739,742,26241,60002,1598,1205,2014,Auto,18761,13761,90,1,41800
Bentley,Luxury Sedan,2006,10,6678,1939,25370,52000,10611,30239,56835,5998,2525,2006,Auto,197945,217740,412,4,135000
Honda,Stationwagon,2017,2,2892,2086,10010,60800,682,34474,48401,1496,1130,2016,Auto,18977,8977,97,1,61888
Bmw,Luxury Sedan,2016,5,3169,1810,13520,68000,684,43999,49501,1499,1425,2016,Auto,29068,27696,100,2,81100
Bmw,Luxury Sedan,2016,10,3029,1952,17400,82000,1210,71602,53001,1997,1615,2016,Auto,46870,57618,180,1,122000
Audi,Suv,2018,6,2407,2576,11780,29000,392,44635,36426,999,1315,2018,Auto,23721,25210,85,1,95800
Lexus,Suv,2019,3,2142,2838,17670,33155,1210,69949,33689,1998,1755,2018,Auto,47368,58316,175,1,166800
Audi,Sports Car,2007,12,6242,2364,9220,88000,1672,32547,50168,1984,1315,2007,Auto,54239,59663,147,2,59800
Toyota,Mid-Sized Sedan,2009,8,5654,1155,7510,120000,890,9297,14664,1598,1195,2009,Auto,17853,17853,80,2,23800
Toyota,Mpv,2015,4,3564,1416,14460,84682,1638,52019,72100,2362,1790,2014,Auto,32131,36984,125,1,74800
Honda,Suv,2016,11,2997,1983,10170,73000,682,40829,51507,1496,1185,2016,Auto,21466,17053,96,2,63888
Mercedes-Benz,Suv,2018,12,2231,2749,19350,42592,1202,62164,31101,1991,1705,2018,Auto,42569,51597,135,1,171800
Honda,Mpv,2014,11,3726,1255,14450,55600,1630,45196,70890,2356,1855,2014,Auto,28509,31913,129,2,65800
Lexus,Suv,2017,5,2805,2174,19230,52000,1210,79597,55000,1998,1890,2016,Auto,50208,62375,175,1,145988
Toyota,Mid-Sized Sedan,2016,6,3164,1815,10190,73400,742,36033,47020,1598,1205,2016,Auto,17982,17982,90,1,59800
Volkswagen,Luxury Sedan,2016,8,3086,1896,11440,51550,976,53334,57903,1798,1480,2016,Auto,31404,30966,132,2,74988
Bmw,Luxury Sedan,2020,7,1647,3305,18290,8457,1210,80939,35001,1998,1540,2019,Auto,51807,65253,135,1,199800
Bmw,Suv,2018,12,2234,2746,19210,18000,1210,60936,31101,1998,1660,2018,Auto,41424,49994,135,1,169800
Subaru,Suv,2019,12,1861,3119,10560,34240,1208,42217,36000,1995,1489,2019,Auto,15207,15207,115,1,97988
Porsche,Sports Car,2011,8,4914,3459,24760,100000,3346,37975,40014,3614,1530,2010,Auto,122272,122272,254,5,235000
Mitsubishi,Suv,2019,2,2177,2801,10910,22755,1210,38907,31346,1998,1480,2018,Auto,19723,19723,110,2,93800
Volkswagen,Suv,2016,4,3198,1781,12400,60000,620,45610,49602,1390,1551,2016,Auto,27488,30484,118,2,75900
Mazda,Luxury Sedan,2015,11,3353,1628,11800,58000,1210,41818,62101,1998,1454,2015,Auto,20052,20073,121,1,62800
Mercedes-Benz,Sports Car,2016,11,2989,1991,19380,57000,1202,65705,57508,1991,1525,2016,Auto,41926,45697,135,1,128800
Land Rover,Suv,2017,2,2892,2086,17010,49000,1212,72991,51000,1999,1720,2016,Auto,47615,58661,177,1,126800
Mitsubishi,Mid-Sized Sedan,2020,3,1784,3195,7220,23667,70,17777,15999,1193,940,2019,Auto,13959,5000,59,1,65800
Audi,Hatchback,2014,10,3746,1236,13180,92500,624,30887,63990,1395,1300,2014,Auto,26500,14100,92,1,51800
Honda,Hatchback,2009,9,5605,1203,7510,106000,708,9742,14743,1339,1010,2009,Auto,14211,14211,73,4,24800
Honda,Hatchback,2009,3,5793,1014,8530,152000,767,7119,12763,1339,1070,2008,Auto,13293,13293,73,2,23800
Hyundai,Suv,2020,10,1574,3405,12190,3606,738,52998,40989,1591,1594,2020,Auto,19605,19605,130,1,123700
Bentley,Luxury Sedan,2015,5,3535,1445,50980,63000,3940,246083,75002,3993,2417,2015,Auto,200417,332751,373,1,368900
Land Rover,Suv,2017,5,2816,2163,15900,90000,1212,74026,53001,1999,1841,2016,Auto,46235,56729,177,1,122800
Bmw,Luxury Sedan,2016,12,2967,2013,24460,95000,2384,117973,46229,2998,1770,2016,Auto,84019,123235,240,3,196800
Toyota,Mpv,2016,9,3058,1923,10790,61012,974,44760,56889,1797,1350,2016,Auto,19696,19696,105,3,66800
Kia,Mid-Sized Sedan,2017,6,2779,2204,8900,69532,738,39316,45201,1591,1295,2017,Auto,16013,16013,95,1,61800
Volvo,Luxury Sedan,2016,3,3243,1737,11300,113371,1176,42191,47604,1969,1672,2016,Auto,25596,27835,180,2,67800
Volkswagen,Mpv,2012,9,4523,94,11910,175000,620,19558,59421,1390,1536,2012,Auto,21915,21915,103,4,26000
Toyota,Mpv,2014,11,3731,1250,12750,86000,1638,52945,70890,2362,1790,2012,Auto,37132,43985,125,3,65800
Bmw,Hatchback,2019,3,2136,2844,11830,45500,684,45822,26659,1499,1380,2018,Auto,29536,33351,80,1,108988
Audi,Luxury Sedan,2018,5,2456,2523,13910,47910,1194,55767,38501,1984,1480,2018,Auto,33419,38787,140,1,115800
Toyota,Mid-Sized Sedan,2016,6,3164,1815,10190,65231,742,36033,47020,1598,1205,2016,Auto,17982,17982,90,1,59800
Toyota,Mpv,2017,10,2652,2329,16560,95111,1792,63231,49000,2493,1920,2017,Auto,36684,43358,134,1,127500
Honda,Mpv,2009,2,5818,987,8090,180000,1271,8679,15967,1799,1350,2008,Auto,20777,20777,103,3,22000
Mazda,Sports Car,2009,1,5859,2772,11560,115000,1573,23849,31335,1998,1140,2008,Auto,30456,30456,125,3,88000
Honda,Mpv,2018,8,2358,2624,11760,31000,682,36087,31001,1496,1430,2018,Auto,25984,18378,101,1,93800
Toyota,Mid-Sized Sedan,2016,4,3204,1775,10210,68000,742,35654,47300,1598,1205,2016,Auto,17982,17982,90,1,58800
Hyundai,Mid-Sized Sedan,2009,11,5560,2879,5920,85221,886,20689,26175,1591,1264,2009,Auto,10430,10191,89,2,46800
Toyota,Mpv,2016,3,3241,1739,11270,69000,976,32405,38610,1798,1360,2016,Auto,19953,19953,105,1,63800
Mercedes-Benz,Luxury Sedan,2013,5,4278,337,14520,111000,740,29480,62999,1595,1485,2013,Auto,31746,31445,115,1,43800
Mercedes-Benz,Suv,2016,4,3225,1755,14620,120000,740,41159,46651,1595,1435,2015,Auto,28343,26681,90,1,83800
Hyundai,Mid-Sized Sedan,2016,5,3186,1793,9180,66000,738,35605,47889,1591,1345,2016,Auto,17164,17164,93,1,53800
Mercedes-Benz,Suv,2015,8,3458,1525,27160,27000,1202,76378,75801,1991,1585,2014,Auto,51292,64326,265,1,145800
Subaru,Mid-Sized Sedan,2017,7,2742,2211,7050,52000,244,26659,27002,1600,1449,2017,Auto,13431,13431,84,1,50000
Toyota,Mid-Sized Sedan,2017,5,2807,2172,9860,34500,742,45769,51600,1598,1215,2016,Auto,19990,19990,90,1,68800
Toyota,Mpv,2010,1,5496,2879,7580,121000,1169,27989,35411,1797,1340,2009,Auto,21658,21658,106,3,59900
Mercedes-Benz,Luxury Sedan,2020,1,1835,3144,14370,20339,586,60928,37900,1332,1385,2019,Auto,32590,37626,120,1,142800
Toyota,Suv,2020,2,1801,3177,13210,9800,1210,56342,37500,1998,1695,2019,Auto,30808,35132,170,1,132800
Mercedes-Benz,Luxury Sedan,2019,6,2053,2930,15990,39325,740,66206,42564,1595,1490,2019,Auto,36204,42686,115,1,149800
Mercedes-Benz,Hatchback,2016,8,3088,1894,13100,55000,740,39053,47020,1595,1395,2016,Auto,23217,19504,90,2,77800
Mercedes-Benz,Luxury Sedan,2019,3,2134,2846,13940,30000,740,43729,25000,1595,1430,2018,Auto,28763,32269,90,1,125000
Toyota,Mpv,2013,12,4061,920,16570,80000,1638,47134,73010,2362,1970,2012,Auto,39847,47786,125,4,65800
Volkswagen,Sports Car,2011,1,5138,1665,9380,121107,682,17058,18652,1390,1285,2010,Auto,26053,26053,118,2,42888
Mercedes-Benz,Luxury Sedan,2017,12,2602,2378,17760,78000,1202,81962,49996,1991,1605,2017,Auto,52099,65779,135,1,148800
Mitsubishi,Mid-Sized Sedan,2017,6,2771,2212,7540,24000,238,26491,28201,1590,1284,2017,Auto,12523,12523,86,1,51988
Maserati,Sports Car,2010,5,5381,3182,20020,49000,6036,33263,38071,4691,1980,2010,Auto,127235,127235,323,6,174888
Audi,Luxury Sedan,2011,5,4993,3609,10180,115000,2120,46862,47316,2773,1730,2011,Auto,62923,62923,150,2,100800
Mercedes-Benz,Sports Car,2012,12,4439,177,44320,125000,7404,67630,80001,6208,1730,2012,Auto,101244,101244,358,4,116800
Kia,Mid-Sized Sedan,2016,5,3185,1794,9090,92000,738,33120,47300,1591,1295,2016,Auto,14010,14010,95,1,51800
Honda,Mpv,2008,11,5906,2545,6980,120000,887,26693,38192,1496,1310,2008,Auto,16308,16308,87,3,48788
Mitsubishi,Suv,2016,10,3017,1964,11290,59266,1636,48014,53001,2360,1530,2016,Auto,24240,25936,123,1,73800
Mercedes-Benz,Luxury Sedan,2020,9,1591,3389,14510,11000,684,64991,37766,1497,1505,2020,Auto,34175,39845,95,1,154800
Subaru,Suv,2019,4,2106,2873,10280,36001,1208,44017,43102,1995,1489,2018,Auto,13360,13360,115,1,87800
Honda,Mpv,2008,11,5917,2715,6950,157000,1271,23937,32121,1799,1350,2008,Auto,20040,12024,103,2,51800
Bmw,Suv,2019,10,1918,3063,19470,42000,1210,74692,41805,1998,1660,2019,Auto,43394,52752,135,1,189988
Toyota,Suv,2017,10,2651,2330,13840,70000,1210,60934,50001,1998,1695,2017,Auto,33308,38632,170,1,107800
Bmw,Luxury Sedan,2014,11,3717,1264,18510,68200,1210,55479,72890,1997,1505,2014,Auto,42425,46395,135,2,87500
Bmw,Luxury Sedan,2014,8,3814,1169,17940,135000,1210,63926,69001,1997,1615,2014,Auto,54154,64478,180,1,89800
Volkswagen,Luxury Sedan,2015,11,3352,1629,11490,80000,976,47487,61103,1798,1480,2015,Auto,29846,28785,132,1,65800
Honda,Mid-Sized Sedan,2007,7,6413,3,9900,160000,1036,5256,24100,1595,1220,2007,Auto,17949,19744,92,4,10800
Subaru,Hatchback,2015,3,3596,1385,8940,65000,744,29395,57199,1600,1415,2015,Auto,11735,11735,84,1,39900
Honda,Mid-Sized Sedan,2007,8,6391,25,10250,141000,1369,6038,26237,1799,1219,2007,Auto,19453,21399,103,3,11800
Honda,Mpv,2008,10,5935,355,8020,120000,1271,7679,19356,1799,1350,2008,Auto,16887,7912,103,3,15900
Honda,Suv,2015,6,3512,1472,10850,59000,682,31228,61000,1496,1210,2015,Auto,19444,9444,96,1,48500
Mercedes-Benz,Luxury Sedan,2013,10,4137,845,17730,148563,1202,46291,77100,1991,1655,2013,Auto,43094,47332,135,2,64800
Opel,Luxury Sedan,2015,8,3439,1544,9180,95000,742,45590,61001,1598,1589,2015,Auto,25905,28267,125,2,53000
Mercedes-Benz,Luxury Sedan,2015,11,3376,1606,16520,118000,1202,67713,58190,1991,1655,2015,Auto,48634,60088,135,1,102888
Seat,Suv,2021,1,1462,3516,17070,3000,1194,84434,50100,1984,1626,2020,Auto,40086,48121,221,1,188800
Subaru,Suv,2015,8,3457,1526,12530,68000,1210,37427,60789,1998,1682,2015,Auto,17113,17113,177,2,61000
Audi,Hatchback,2016,7,3106,1847,12030,90000,624,39145,53000,1395,1300,2016,Auto,24167,15834,92,2,69800
Honda,Suv,2019,6,2056,2927,9550,12000,682,46495,36704,1496,1200,2019,Auto,21944,22722,96,1,88000
Toyota,Suv,2006,3,6890,1743,8940,195000,2457,24378,50932,2362,1600,2006,Auto,35342,38877,118,4,42800
