Brand,Type,Reg_year,Coe_left,Depreciation,Mileage,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,Power,Number_of_Owners,Price
Bmw,Luxury Sedan,2020,3298,19910,10500,83824,34989,1998,1470,2020,Auto,56927,190,2,218888
Volkswagen,Hatchback,2017,2211,9880,36834,31985,42801,1197,1229,2016,Auto,18062,81,2,63888
Honda,Stationwagon,2019,2934,8640,25000,28133,27000,1496,1130,2019,Auto,18553,97,1,73800
Honda,Suv,2018,2749,9660,33000,29691,25501,1496,1190,2018,Auto,22809,96,2,79888
Honda,Mpv,2007,81,8570,120000,6242,25486,1799,1350,2007,Auto,16781,103,5,10500
Toyota,Suv,2019,2878,13950,19000,60378,48209,1998,1695,2019,Auto,30806,170,1,127800
Infiniti,Luxury Sedan,2019,3119,12210,14200,56790,36000,1991,1656,2019,Auto,30455,155,1,121800
Lexus,Luxury Sedan,2020,3414,16740,8241,65262,30890,2487,1620,2020,Auto,40319,152,1,180988
Mazda,Mpv,2015,1626,11440,91000,40858,61103,1998,1664,2015,Auto,19387,111,2,60800
Volkswagen,Sports Car,2010,3399,9650,168000,32571,34935,1984,1339,2010,Auto,33242,155,6,90000
Mercedes-Benz,Hatchback,2019,2878,15880,11088,54440,32200,1332,1375,2018,Auto,33331,120,1,144800
Toyota,Mpv,2015,1540,12720,168000,39221,65501,1797,1350,2015,Auto,16499,105,2,62000
Honda,Sports Car,2007,2250,10350,220000,31449,50972,1998,1390,2007,Manual,25408,162,6,63888
Mercedes-Benz,Luxury Sedan,2009,2817,8140,162000,19905,25727,1597,1500,2008,Auto,35986,115,2,63000
Subaru,Luxury Sedan,2016,1989,10740,71000,47361,56206,2498,1604,2016,Auto,21591,129,1,69777
Hyundai,Mid-Sized Sedan,2008,2478,4900,170000,26717,39274,1399,1263,2007,Manual,9268,69,2,33300
Honda,Stationwagon,2019,2945,9540,9400,29531,26999,1496,1130,2019,Auto,20010,97,1,82804
Mercedes-Benz,Luxury Sedan,2020,3159,16980,8883,72042,37109,1497,1530,2019,Auto,43680,145,1,173800
Nissan,Mid-Sized Sedan,2008,2738,5840,130000,20720,27571,1498,1110,2008,Auto,16017,80,3,43888
Mitsubishi,Suv,2016,1955,11300,59118,49665,56500,2360,1530,2016,Auto,24148,123,1,73500
Mercedes-Benz,Hatchback,2017,2203,16500,60500,57243,54405,1991,1455,2017,Auto,28944,160,2,115888
Bmw,Sports Car,2008,2740,8310,133000,23730,31553,1995,1460,2008,Auto,44721,115,6,62500
Volvo,Luxury Sedan,2015,1305,12100,118000,39186,70890,1969,1557,2014,Auto,27981,180,1,53999
Toyota,Mid-Sized Sedan,2008,2514,6520,220818,26688,38655,1598,1195,2008,Auto,16084,80,4,45000
Honda,Suv,2018,2482,10530,70000,34946,38000,1496,1190,2017,Auto,21480,96,1,77800
Porsche,Suv,2016,1973,27610,64000,96508,57903,1984,1845,2016,Auto,63823,185,2,192888
Mercedes-Benz,Luxury Sedan,2016,1950,18680,77000,63000,56500,1991,1465,2016,Auto,40493,135,3,121800
Honda,Mid-Sized Sedan,2009,970,9290,147000,8522,15967,1998,1312,2008,Auto,22248,114,5,24800
Honda,Mpv,2007,295,11020,190000,4111,25174,1799,1350,2007,Auto,16732,103,2,9000
Mini,Sports Car,2019,2810,14990,11000,57098,31001,1998,1390,2018,Auto,37307,141,2,137800
Bmw,Luxury Sedan,2015,1398,14170,78000,42883,76612,1598,1405,2014,Auto,27620,100,1,64800
Honda,Hatchback,2008,844,8540,140000,7496,16170,1339,1010,2008,Auto,12490,73,6,19800
Mercedes-Benz,Suv,2020,3287,19590,16666,71283,32801,1991,1730,2020,Auto,45196,145,1,205800
Mercedes-Benz,Luxury Sedan,2019,2761,19400,14807,81130,32302,1991,1605,2018,Auto,57519,135,1,184800
Mercedes-Benz,Luxury Sedan,2007,2120,8020,280000,29298,50347,1796,1540,2006,Auto,52568,135,6,46688
Toyota,Mid-Sized Sedan,2009,2879,5670,132000,20689,26175,1497,1095,2009,Auto,12468,80,2,44800
Toyota,Mid-Sized Sedan,2008,2626,5940,136000,24631,34197,1496,1130,2008,Auto,12173,81,2,42800
Toyota,Luxury Sedan,2016,1796,11230,110000,46996,49602,1998,1480,2016,Auto,28695,123,1,71500
Hyundai,Hatchback,2008,739,6410,154000,7830,18583,1086,1122,2008,Manual,7589,48,5,13500
Bmw,Luxury Sedan,2016,1683,14200,117500,45156,54920,1499,1425,2015,Auto,29446,100,1,79800
Mercedes-Benz,Suv,2021,3618,18560,68,90557,62100,1332,1555,2020,Auto,45364,120,1,211988
Mercedes-Benz,Luxury Sedan,2016,1931,15060,68223,46024,50000,1595,1430,2016,Auto,27886,90,1,92800
Honda,Suv,2021,3567,9540,68,48038,41996,1496,1190,2019,Auto,23037,96,1,97988
Toyota,Mpv,2009,1289,8980,147000,13927,19657,1987,1380,2009,Auto,22003,106,4,31800
Mercedes-Benz,Luxury Sedan,2020,3363,17230,7409,73647,32889,1497,1635,2020,Auto,46968,115,1,187800
Honda,Hatchback,2021,3608,8230,68,52900,49640,1317,1070,2020,Auto,16767,72,1,83988
Volkswagen,Mid-Sized Sedan,2013,748,11620,100600,20948,64301,1390,1417,2013,Auto,21479,90,1,30800
Mercedes-Benz,Luxury Sedan,2013,916,15340,118500,38088,83751,1595,1485,2013,Auto,29525,115,1,52800
Toyota,Mid-Sized Sedan,2018,2745,8350,23000,31776,28457,1496,1085,2018,Auto,13781,79,1,69800
Lexus,Suv,2016,1908,17920,33288,65694,57508,1998,1700,2016,Auto,39620,175,1,117500
Mini,Sports Car,2015,1332,14590,74000,50042,75200,1598,1335,2014,Auto,30498,135,4,70800
Mercedes-Benz,Luxury Sedan,2010,3309,7360,121800,30450,33568,1796,1495,2010,Auto,38917,115,2,66800
Mazda,Mid-Sized Sedan,2015,1422,11080,108000,28545,64700,1496,1321,2015,Auto,14797,88,1,45800
Toyota,Suv,2015,1469,14990,132340,43513,75000,1986,1610,2014,Auto,26436,111,2,69888
Bmw,Suv,2018,2726,13040,14500,53639,31101,1499,1430,2018,Auto,34636,103,1,117800
Mazda,Luxury Sedan,2019,2928,10570,14436,45863,34000,1998,1515,2018,Auto,23133,121,1,97888
Toyota,Suv,2019,2880,24570,39000,103577,48000,4608,2530,2019,Auto,64166,234,1,238018
Mercedes-Benz,Hatchback,2016,1990,11680,74000,45264,50000,1595,1425,2016,Auto,26380,90,2,75800
Toyota,Mpv,2017,2145,10600,47135,47395,54000,1797,1350,2017,Auto,20558,105,2,72800
Kia,Mid-Sized Sedan,2016,1732,7670,67512,22581,26000,1591,1295,2016,Auto,14593,95,2,43800
Mercedes-Benz,Stationwagon,2016,1696,14770,72886,50331,59200,1595,1460,2015,Auto,32492,90,1,85100
Mercedes-Benz,Sports Car,2011,180,41830,86800,31596,77000,1796,1685,2011,Auto,55429,135,3,48800
Mazda,Mpv,2018,2408,10260,34000,42632,45289,1998,1532,2017,Auto,16922,111,1,76300
Toyota,Mpv,2019,2820,9580,34660,34783,26301,1496,1350,2019,Auto,19217,79,1,83800
Lexus,Suv,2017,2125,19000,48000,78279,54000,1998,1890,2016,Auto,50208,175,1,141999
Mercedes-Benz,Luxury Sedan,2015,1616,35020,73000,173720,62101,4663,2015,2014,Auto,131553,335,1,259818
Mclaren,Sports Car,2013,3430,47290,43000,35954,38216,3798,1549,2013,Auto,288734,460,5,444888
Audi,Luxury Sedan,2016,1813,12290,65000,35846,47889,1395,1310,2016,Auto,25095,92,1,69800
Hyundai,Mid-Sized Sedan,2018,2557,7800,64073,33217,38510,1368,1115,2018,Auto,8291,73,1,58800
Volkswagen,Mpv,2015,1616,14270,102000,56964,57501,1984,1790,2015,Auto,37799,147,2,85800
Mercedes-Benz,Luxury Sedan,2017,2074,17950,51000,62762,48209,1991,1465,2016,Auto,42894,135,1,125800
Honda,Suv,2016,1975,10500,48888,43983,53334,1496,1190,2016,Auto,23634,96,1,66988
Toyota,Mid-Sized Sedan,2019,2857,8800,30800,31082,26301,1496,1085,2019,Auto,13936,79,1,75988
Honda,Mpv,2015,1433,13290,103020,50255,76612,2356,1855,2015,Auto,27771,129,1,67800
Toyota,Mid-Sized Sedan,2013,336,12560,140880,20465,62999,1598,1195,2013,Auto,15084,90,3,31800
Bmw,Luxury Sedan,2019,2996,18710,22573,90664,38602,1998,1540,2019,Auto,59220,135,1,192999
Honda,Suv,2016,1901,9660,71219,39086,47889,1496,1190,2016,Auto,22731,96,2,59800
Lexus,Suv,2019,3051,13420,25500,65378,41361,1987,1485,2019,Auto,35009,127,1,132800
Mercedes-Benz,Luxury Sedan,2019,2908,15740,34800,66121,43102,1595,1490,2018,Auto,35914,115,1,146800
Peugeot,Hatchback,2015,1650,10520,71000,32578,59200,1199,1150,2015,Auto,18216,96,1,51800
Honda,Mid-Sized Sedan,2018,2700,10050,42000,36724,28457,1597,1249,2018,Auto,20612,92,1,84888
Subaru,Sports Car,2017,2053,15790,65393,52000,53001,1998,1597,2016,Auto,26777,197,2,103800
Mitsubishi,Mid-Sized Sedan,2015,1408,9350,68965,31532,62002,1590,1289,2015,Auto,11584,86,1,42000
Honda,Mpv,2007,114,8120,177000,6636,25178,1799,1370,2007,Auto,17267,103,3,10700
Bmw,Luxury Sedan,2013,934,17870,45000,52929,77501,1997,1615,2013,Auto,49184,135,1,73800
Suzuki,Suv,2016,1760,9640,73514,30863,43000,1586,1240,2015,Auto,19386,88,1,53800
Subaru,Suv,2018,2580,10950,64400,33526,32551,1995,1591,2018,Auto,13642,110,1,85200
Audi,Luxury Sedan,2018,2472,11750,34600,47082,40000,999,1280,2017,Auto,24702,85,1,92999
Nissan,Suv,2015,1662,10310,76000,36439,59200,1197,1285,2015,Auto,18454,85,2,53800
Bmw,Sports Car,2015,1371,20600,57000,59905,68668,1997,1470,2014,Auto,46689,180,2,103800
Toyota,Mid-Sized Sedan,2009,976,7260,150000,6915,12864,1598,1195,2008,Auto,16084,80,3,19500
Porsche,Suv,2017,2046,27700,75000,96441,56206,1984,1845,2016,Auto,63598,185,2,198888
Bmw,Luxury Sedan,2008,2484,7190,262800,30685,44998,1995,1390,2007,Auto,42493,115,1,49000
Mercedes-Benz,Luxury Sedan,2015,1464,15900,73526,66227,71889,1991,1655,2015,Auto,47421,135,1,90500
Subaru,Suv,2018,2583,11020,48000,34105,33900,1995,1591,2018,Auto,13462,110,1,84800
Mercedes-Benz,Sports Car,2010,3301,10830,102000,30377,33568,1796,1685,2010,Auto,58555,135,3,98000
Honda,Suv,2016,1991,9790,90000,43308,50991,1496,1190,2016,Auto,23988,96,1,63800
Honda,Mpv,2007,320,9910,107000,4617,26004,1799,1350,2006,Auto,18536,103,3,8800
Mercedes-Benz,Luxury Sedan,2019,2813,17980,39000,80433,34509,1991,1605,2018,Auto,55386,135,1,174800
Honda,Mpv,2008,2460,7230,130000,30389,44998,1799,1370,2007,Auto,20815,103,2,48800
Mazda,Mid-Sized Sedan,2016,1938,9630,21000,37497,50000,1496,1321,2016,Auto,19544,88,1,58500
Mercedes-Benz,Sports Car,2019,2846,24570,11487,81592,41000,1991,1585,2018,Auto,53207,280,1,225800
Toyota,Mid-Sized Sedan,2020,3482,9790,5339,55738,40714,1598,1315,2019,Auto,21754,96,1,104800
Honda,Hatchback,2009,1043,8640,118000,7516,13088,1339,1110,2008,Auto,13022,73,2,24800
Mazda,Mid-Sized Sedan,2017,2086,9720,19800,38982,49430,1496,1321,2016,Auto,19202,88,1,62800
Toyota,Suv,2018,2537,14140,44000,55798,38501,1998,1695,2018,Auto,33308,170,1,117800
Bmw,Luxury Sedan,2013,840,13670,115000,35877,79223,1598,1405,2013,Auto,34648,100,1,46800
Bmw,Luxury Sedan,2011,3620,8540,95869,49389,49716,2497,1650,2011,Auto,45401,150,1,84800
Bmw,Stationwagon,2014,1262,19050,115000,67089,71300,1997,1735,2014,Auto,54682,180,3,98800
Audi,Luxury Sedan,2017,2073,10490,100300,39911,48401,999,1280,2016,Auto,24611,85,1,68000
Hyundai,Mid-Sized Sedan,2016,1676,8990,77478,29667,45002,1591,1292,2015,Auto,12773,97,1,47800
Mercedes-Benz,Luxury Sedan,2020,3465,14920,4235,65705,37690,1497,1505,2020,Auto,34165,95,1,161800
Toyota,Mpv,2011,3632,8410,99155,49553,49716,2362,1800,2011,Auto,41331,125,1,83800
Mclaren,Sports Car,2012,5,227860,37000,162089,83000,3798,1514,2012,Auto,278169,441,1,388800
Skoda,Mid-Sized Sedan,2019,3099,13570,22000,56819,39700,1984,1577,2019,Auto,27674,180,1,130800
Mercedes-Benz,Suv,2019,2776,21490,34500,71836,31302,1991,1760,2018,Auto,51095,155,1,195800
Mercedes-Benz,Luxury Sedan,2009,3032,8390,154807,31559,37941,1796,1650,2009,Auto,53009,150,1,69800
Nissan,Mid-Sized Sedan,2019,2940,8370,46449,34297,27000,1598,1205,2019,Auto,16713,85,1,75800
Jaguar,Luxury Sedan,2018,2574,13820,22280,49430,33900,1998,1679,2018,Auto,30005,147,1,114518
Kia,Hatchback,2008,842,5410,200000,7478,16170,1086,872,2008,Auto,8230,47,3,12500
Mercedes-Benz,Luxury Sedan,2018,2566,14280,33671,51561,38001,1595,1430,2018,Auto,29059,90,1,118000
Nissan,Hatchback,2019,2989,7840,50000,30576,32725,1198,1048,2019,Auto,13467,58,1,66800
Volvo,Suv,2021,3640,14930,898,70182,62000,1969,1695,2020,Auto,28316,140,1,165000
Mercedes-Benz,Luxury Sedan,2017,2088,21250,80000,86447,46229,1991,1615,2016,Auto,59945,155,2,161888
Mercedes-Benz,Hatchback,2019,2782,16720,35000,58687,31101,1991,1455,2018,Auto,38981,165,2,151000
Suzuki,Mpv,2013,914,10920,59000,27317,72609,1590,1330,2012,Auto,15126,68,2,34988
Honda,Hatchback,2015,1362,10970,89553,27855,65001,1498,1046,2015,Auto,15374,96,1,43800
Toyota,Suv,2018,2476,13310,65000,57741,42322,1998,1695,2018,Auto,33308,170,3,109800
Volkswagen,Luxury Sedan,2010,3034,9120,164000,31579,37941,1984,1454,2009,Auto,38125,147,6,75888
Kia,Mid-Sized Sedan,2019,2808,8810,39500,29533,25000,1591,1287,2018,Auto,13670,93,1,74800
Hyundai,Mid-Sized Sedan,2018,2637,8510,33901,33803,33798,1591,1345,2018,Auto,12477,93,1,67777
Lexus,Luxury Sedan,2017,2129,16340,71800,63576,54000,2494,1615,2016,Auto,36195,135,1,116888
Honda,Hatchback,2009,1025,7730,150000,7196,12763,1339,1010,2009,Auto,13931,73,2,21800
Mazda,Mid-Sized Sedan,2017,2136,8530,116000,36495,50101,1496,1310,2017,Auto,14476,88,2,54800
Hyundai,Mid-Sized Sedan,2019,2928,9060,21080,37655,30009,1591,1345,2019,Auto,18088,93,1,81800
Mclaren,Sports Car,2019,2840,67430,9500,242403,37620,3799,1495,2018,Auto,173786,419,2,668000
Bmw,Luxury Sedan,2020,3359,14660,10000,66888,38802,1499,1375,2020,Auto,35378,103,1,155800
Mercedes-Benz,Luxury Sedan,2017,2293,14900,111523,64429,49802,1595,1425,2017,Auto,37239,115,1,115800
Nissan,Hatchback,2018,2575,7440,45000,27833,34110,1198,1048,2018,Auto,13305,58,2,55000
Toyota,Mid-Sized Sedan,2007,19,8640,156000,5467,24100,1497,1095,2007,Auto,12607,80,2,9800
Bmw,Luxury Sedan,2011,3399,9950,150000,32571,34935,2996,1855,2011,Auto,73747,190,3,92800
Toyota,Mpv,2010,3160,6910,137000,33044,38071,1987,1380,2009,Auto,22003,106,4,60000
Nissan,Sports Car,2010,3430,10820,117021,35954,38216,3696,1565,2010,Auto,55336,245,3,101800
Toyota,Suv,2016,1753,13050,75000,43341,46502,1986,1610,2015,Auto,30669,111,2,77800
Audi,Suv,2018,2708,12610,52269,48169,32302,1395,1355,2018,Auto,28723,110,1,109800
Honda,Mid-Sized Sedan,2017,2074,8850,62000,38121,50101,1497,1096,2016,Auto,17760,88,2,56800
Volvo,Suv,2019,2843,16070,31812,50864,39401,1969,1695,2019,Auto,24876,140,1,138800
Mercedes-Benz,Sports Car,2018,2705,43360,28523,193635,31000,3982,1955,2018,Auto,141933,450,1,435800
Bmw,Luxury Sedan,2020,3455,12970,3800,62498,39500,1499,1375,2020,Auto,35546,103,2,143800
Porsche,Suv,2017,2202,32830,47500,120384,49899,3598,2115,2017,Auto,82167,220,3,260800
Bmw,Suv,2020,3454,15050,4497,70757,41101,1499,1415,2019,Auto,36006,103,1,163800
Honda,Stationwagon,2018,2531,9400,43800,33559,38600,1496,1130,2018,Auto,18990,97,2,69800
Kia,Mid-Sized Sedan,2009,1054,6820,106354,7595,13088,1591,1251,2009,Auto,14114,92,5,19800
Porsche,Sports Car,2011,3520,40160,75000,41233,42683,3800,1660,2010,Auto,191059,390,4,388000
Honda,Hatchback,2009,1223,7680,133000,10270,15287,1339,1060,2008,Auto,18638,73,4,25800
Honda,Hatchback,2016,1766,9680,82000,30230,45504,1498,1046,2016,Auto,16645,96,1,52800
Bmw,Luxury Sedan,2016,1834,23660,102000,100910,49000,1998,1720,2016,Auto,72062,190,2,169800
Honda,Mpv,2007,185,8510,135000,7856,25925,1799,1350,2007,Auto,18410,103,4,12888
Mercedes-Benz,Luxury Sedan,2015,1370,15320,90000,59187,66751,1991,1680,2014,Auto,46713,155,3,83888
Honda,Mid-Sized Sedan,2014,1155,11700,116000,32242,61899,1598,1225,2014,Auto,19391,92,1,46800
Toyota,Mpv,2008,873,8300,146000,7738,16140,1794,1300,2008,Auto,18002,97,3,19888
Volkswagen,Hatchback,2019,2789,10500,32568,40101,26170,1395,1270,2018,Auto,24820,92,2,93800
Volkswagen,Mid-Sized Sedan,2017,2052,9040,88000,41974,50889,1390,1417,2015,Auto,17727,90,1,59800
Mercedes-Benz,Hatchback,2016,1966,27050,50000,76259,55501,1991,1555,2016,Auto,49827,280,1,176800
Volkswagen,Mpv,2008,904,9260,130000,7373,14835,1390,1568,2008,Auto,25583,125,3,23000
Cadillac,Luxury Sedan,2011,3490,15550,110000,38985,40714,3564,1798,2010,Auto,38986,229,3,148888
Ferrari,Sports Car,2017,2330,99880,7600,393750,49000,3902,1565,2017,Auto,284022,493,2,880000
Bmw,Suv,2011,3640,7890,113300,49662,49716,1995,1455,2011,Auto,30706,110,4,78800
Toyota,Mpv,2019,3064,15450,15000,62978,41001,2362,1775,2019,Auto,34487,125,1,150000
Mazda,Mpv,2015,1533,9520,77569,36588,57885,1998,1535,2015,Auto,17533,111,2,48800
Bmw,Luxury Sedan,2017,2274,16850,72357,65071,49899,1998,1540,2017,Auto,41713,135,1,127800
Lamborghini,Sports Car,2014,1097,217370,10888,583827,84100,6498,1690,2014,Auto,492350,530,3,1100888
Audi,Suv,2018,2573,17560,50000,63340,31000,1984,1795,2018,Auto,44967,185,1,152800
Bmw,Luxury Sedan,2012,23,86030,96000,51373,90501,2979,1750,2012,Auto,74562,235,4,135800
Mercedes-Benz,Luxury Sedan,2009,2910,8360,147000,22278,27886,1597,1500,2009,Auto,36978,115,4,66800
Volkswagen,Mid-Sized Sedan,2014,1208,10010,87800,27462,64841,1390,1417,2014,Auto,19152,90,2,37800
Bmw,Suv,2018,2728,15000,32620,57668,32000,1499,1415,2018,Auto,37835,103,2,134800
Honda,Stationwagon,2016,1888,10010,50000,33412,52503,1496,1130,2016,Auto,18301,97,1,55999
Toyota,Mpv,2011,3640,6890,98000,49662,49716,1798,1360,2011,Auto,21503,106,2,68800
Mitsubishi,Mid-Sized Sedan,2011,1695,7710,112319,17763,19069,1499,1313,2010,Auto,16898,80,4,35888
Hyundai,Hatchback,2018,2628,9380,72000,38511,34381,1353,1240,2018,Auto,18304,103,1,76800
Toyota,Mpv,2017,2197,9980,46000,39649,51600,1496,1320,2016,Auto,21025,80,1,65800
Mazda,Suv,2017,2102,10240,78000,46799,53001,1998,1265,2016,Auto,21161,115,1,69900
Volkswagen,Hatchback,2014,955,13970,40800,33745,77304,1390,1373,2013,Auto,25279,118,2,47900
Porsche,Sports Car,2010,3370,18920,59000,30416,32914,3436,1450,2010,Auto,86960,235,3,174800
Audi,Luxury Sedan,2014,1190,12850,61000,33915,64841,1395,1310,2014,Auto,30408,90,1,51800
Subaru,Mid-Sized Sedan,2009,1180,6110,82001,9497,14664,1498,1310,2008,Manual,15331,79,3,19800
Honda,Suv,2016,1779,10680,72000,30342,46009,1496,1190,2015,Auto,20871,96,1,57800
Bmw,Mpv,2018,2576,12620,24200,52059,36890,1499,1480,2018,Auto,30479,75,1,106500
Mazda,Mid-Sized Sedan,2017,2150,10450,22000,37287,45109,1496,1331,2017,Auto,19206,88,2,68800
Mercedes-Benz,Luxury Sedan,2014,1107,16060,97322,37202,75300,1595,1430,2014,Auto,28620,115,2,59800
Bmw,Suv,2019,3063,19290,18000,72145,41805,1998,1660,2019,Auto,40968,135,1,186800
Mercedes-Benz,Stationwagon,2017,2253,14220,53448,51650,45201,1595,1430,2017,Auto,31880,90,2,103688
Toyota,Suv,2015,1533,14560,89000,40606,60101,1986,1610,2015,Auto,25800,111,2,72800
Land Rover,Suv,2016,1938,16920,53976,71739,56956,1999,1841,2016,Auto,45440,177,1,117800
Honda,Suv,2016,1782,10560,69000,29379,46667,1496,1190,2016,Auto,20115,96,2,56800
Bmw,Suv,2014,1258,17590,79000,65131,72201,1997,1720,2014,Auto,49966,180,2,91800
Mercedes-Benz,Luxury Sedan,2016,1674,19520,71000,53554,54920,1991,1465,2015,Auto,38153,135,3,110000
Honda,Hatchback,2016,1844,10300,85000,33107,47020,1498,1046,2016,Auto,16937,96,3,58888
Porsche,Sports Car,2020,3180,48300,11600,175738,39700,2981,1505,2019,Auto,120055,283,1,515800
Bentley,Sports Car,2013,305,104350,72000,123576,96101,3993,2295,2012,Auto,192406,373,3,288888
Mini,Sports Car,2009,3034,7920,112040,24541,29485,1598,1255,2009,Auto,37450,128,4,65888
Volkswagen,Hatchback,2013,343,14830,116888,21945,62497,1395,1288,2013,Auto,29096,103,1,37800
Lexus,Suv,2017,2391,18840,54837,77622,47002,1998,1890,2017,Auto,50208,175,1,154800
Peugeot,Suv,2017,2322,11200,90000,39204,44002,1199,1270,2017,Auto,23500,96,1,78800
Honda,Mid-Sized Sedan,2017,2301,13130,75888,50094,51000,1498,1324,2017,Auto,26334,127,4,94800
Bmw,Sports Car,2007,2035,12140,103000,29417,52660,2996,1775,2006,Auto,86083,190,3,67800
Toyota,Suv,2018,2746,9490,59500,38693,23568,1197,1385,2018,Auto,25647,85,1,85499
Mercedes-Benz,Suv,2016,1828,32910,47215,120935,50089,2996,2220,2016,Auto,86545,270,1,228800
Toyota,Luxury Sedan,2016,1817,11320,57837,47648,49156,2494,1475,2016,Auto,29296,133,1,73000
Bentley,Luxury Sedan,2014,1047,104450,6684,379955,79000,6752,2760,2014,Auto,346403,377,1,598800
Bmw,Luxury Sedan,2013,298,27930,117000,50013,58090,2979,1520,2013,Auto,55367,225,3,86800
Volkswagen,Mid-Sized Sedan,2015,1490,12310,160000,36979,56209,1390,1417,2015,Auto,19366,90,1,61000
Volvo,Suv,2018,2649,14850,77000,47419,32429,1969,1683,2018,Auto,28426,185,1,123800
Bmw,Luxury Sedan,2019,3112,20110,10160,82256,37900,1998,1540,2019,Auto,52511,135,1,205000
Honda,Luxury Sedan,2008,875,6990,191000,7756,16140,2354,1550,2008,Auto,32007,133,6,16800
Honda,Mpv,2016,1741,10450,67000,34326,43000,1497,1160,2016,Auto,19669,88,1,59800
Bmw,Sports Car,2014,1115,21530,127000,56913,67334,2979,1470,2014,Auto,45653,240,3,93800
Mercedes-Benz,Sports Car,2013,289,17460,130000,32198,91010,1595,1505,2013,Auto,33757,115,3,45800
Mercedes-Benz,Luxury Sedan,2016,1813,14980,100000,43608,47604,1595,1430,2016,Auto,29588,115,3,88800
Lexus,Luxury Sedan,2016,2010,14430,105000,62630,53001,1998,1620,2016,Auto,37509,180,3,101888
Honda,Hatchback,2017,2391,14680,59000,54298,48011,1498,1378,2017,Manual,31642,134,1,112000
Mercedes-Benz,Luxury Sedan,2014,989,30550,118000,59634,75300,1991,1585,2013,Auto,51784,265,4,115800
Honda,Suv,2019,2935,9270,15000,32794,26667,1496,1190,2019,Auto,23445,96,1,82800
Mini,Hatchback,2009,2790,6270,178000,19953,26047,1598,1105,2009,Auto,27028,88,6,48000
Toyota,Mid-Sized Sedan,2015,1477,10870,78000,36715,58700,1598,1205,2015,Auto,17804,90,2,53800
Toyota,Mid-Sized Sedan,2012,84,11730,98000,14339,66889,1497,1095,2012,Auto,11077,80,2,20000
Toyota,Mpv,2019,2895,9090,33000,36305,29159,1496,1325,2019,Auto,17506,79,1,81000
Mitsubishi,Mid-Sized Sedan,2018,2635,7930,27000,28177,33798,1193,940,2018,Auto,13428,59,3,59800
Mercedes-Benz,Luxury Sedan,2010,3310,10780,114100,30460,33568,2997,1850,2010,Auto,88066,170,2,97800
Subaru,Mid-Sized Sedan,2008,174,9430,161241,6236,20997,1597,1260,2007,Manual,10034,70,3,14000
Kia,Luxury Sedan,2018,2635,16530,61088,53289,33420,1998,1642,2018,Auto,33477,182,2,138888
Mazda,Mid-Sized Sedan,2015,1599,10360,66668,32070,56001,1496,1321,2015,Auto,15701,88,1,50800
Honda,Hatchback,2009,1082,7320,150000,8305,13943,1339,1010,2008,Auto,15371,73,3,21800
Mercedes-Benz,Luxury Sedan,2010,3254,8930,150000,29981,33568,1796,1615,2009,Auto,44672,135,6,79800
Honda,Suv,2016,1688,9960,30000,30262,51301,1496,1190,2015,Auto,19238,96,1,50800
Toyota,Mid-Sized Sedan,2017,2204,9570,70000,43077,46489,1598,1215,2016,Auto,19990,90,1,67800
Mercedes-Benz,Luxury Sedan,2014,1252,15790,120000,54846,71300,1991,1655,2014,Auto,42793,135,2,77800
Seat,Suv,2019,3104,9760,29000,35169,33009,999,1210,2018,Auto,19404,85,1,87800
Bmw,Sports Car,2012,222,72670,142000,42006,67889,2979,1660,2011,Auto,75605,235,2,82800
Toyota,Mpv,2016,1840,10640,70000,36160,55200,1496,1320,2016,Auto,20347,80,2,59800
Mercedes-Benz,Luxury Sedan,2014,1081,17510,82363,53569,84100,1991,1655,2013,Auto,43296,135,2,75900
Honda,Mpv,2019,3034,14710,20800,58170,38602,2356,1776,2019,Auto,30515,129,1,139800
Toyota,Mpv,2007,2208,8060,228000,32734,54088,2362,1710,2007,Auto,29013,125,2,48800
Mercedes-Benz,Luxury Sedan,2020,3140,13470,31000,61050,37900,1332,1385,2019,Auto,32746,120,1,135000
Honda,Mid-Sized Sedan,2008,755,8600,114000,7993,18583,1595,1220,2008,Auto,18890,92,4,18500
Bmw,Sports Car,2020,3195,49340,4000,161049,32801,4395,1995,2019,Auto,113549,390,1,520800
Subaru,Suv,2015,1544,11290,99000,36084,62140,1995,1566,2015,Auto,13948,110,1,54800
Toyota,Mid-Sized Sedan,2008,875,7490,142909,7276,15142,1497,1095,2008,Auto,11834,80,2,17999
Mercedes-Benz,Luxury Sedan,2012,303,35340,140269,47737,78189,3498,1735,2011,Auto,82322,225,2,70888
Mazda,Hatchback,2016,1692,10110,93000,32975,51301,1496,1324,2015,Auto,18033,88,2,53515
Mazda,Suv,2016,1907,11850,50000,51808,56002,1998,1528,2016,Auto,27184,121,1,77000
Honda,Mid-Sized Sedan,2009,1182,8290,188000,9565,14743,1595,1220,2008,Auto,25281,92,4,26888
Honda,Mid-Sized Sedan,2017,2173,10930,67000,46453,52000,1597,1249,2017,Auto,20403,92,2,75515
Mitsubishi,Mid-Sized Sedan,2017,2041,7310,59100,32622,51507,1193,940,2016,Auto,13630,57,3,43500
Audi,Luxury Sedan,2017,2278,16910,48000,63646,51000,1984,1535,2017,Auto,39560,140,1,126800
