Brand,Type,Reg_year,Coe_left,Depreciation,Mileage,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,Power,Number_of_Owners,Price
Suzuki,Hatchback,2008,858,7130,130000,7135,15142,1490,1060,2008,Auto,11994,74,5,16800
Honda,Hatchback,2009,945,9420,144518,6772,13024,1497,1115,2008,Auto,23205,88,3,24500
Toyota,Mpv,2008,2726,7990,130000,24034,32121,2362,1710,2008,Auto,31627,125,3,59800
Honda,Hatchback,2017,2112,8160,26000,23338,33789,1317,1020,2016,Auto,14057,73,1,49800
Chevrolet,Mid-Sized Sedan,2008,918,6260,111000,6957,13786,1399,1115,2008,Manual,10333,69,2,15800
Porsche,Suv,2011,3309,14210,124888,30450,33568,3598,2105,2011,Auto,79435,220,3,128888
Nissan,Hatchback,2017,2320,7900,35800,33521,46778,1198,1048,2017,Auto,13758,58,1,52800
Kia,Sports Car,2010,1330,7380,205000,11839,16184,1591,1232,2009,Auto,15754,92,3,27000
Honda,Stationwagon,2018,2561,9420,20000,35698,38830,1496,1130,2018,Auto,20887,97,1,71800
Lexus,Luxury Sedan,2013,880,16010,116000,43509,80000,2494,1615,2013,Auto,35305,135,1,59500
Volkswagen,Luxury Sedan,2014,1060,16390,96000,47126,75010,1984,1535,2014,Auto,35736,155,2,68888
Porsche,Sports Car,2020,3145,37680,14900,158595,38602,2995,1815,2019,Auto,108348,243,1,408800
Hyundai,Mid-Sized Sedan,2018,2679,8400,46000,30304,28457,1591,1345,2018,Auto,12515,93,2,67999
Honda,Suv,2016,1908,9840,68000,35672,53000,1496,1190,2016,Auto,20417,96,4,56800
Bmw,Luxury Sedan,2019,2987,16310,26800,77639,52502,1998,1540,2019,Auto,43149,135,1,159800
Peugeot,Hatchback,2016,2027,8850,67000,36044,49751,1199,1150,2016,Auto,20820,96,1,54800
Toyota,Suv,2019,3091,13350,14000,60023,39700,1998,1695,2019,Auto,30808,170,1,130800
Honda,Luxury Sedan,2007,9,9940,180000,5808,26237,1998,1370,2007,Auto,19936,114,4,11000
Kia,Mid-Sized Sedan,2019,3069,8620,7660,33720,27000,1591,1287,2019,Auto,14651,93,1,79888
Honda,Suv,2016,1840,10510,42804,34166,52301,1496,1190,2015,Auto,19809,96,1,58800
Honda,Mid-Sized Sedan,2019,3023,10220,29400,41434,31783,1597,1237,2019,Auto,20072,92,1,94800
Mercedes-Benz,Luxury Sedan,2019,3000,15490,24177,64435,39406,1595,1490,2019,Auto,36204,115,1,148800
Toyota,Suv,2016,1917,12960,46407,49390,55100,1986,1610,2016,Auto,28749,111,2,81800
Audi,Luxury Sedan,2019,2847,16670,46000,64873,41000,1984,1535,2018,Auto,38190,140,1,152988
Mitsubishi,Mid-Sized Sedan,2017,2045,9660,100000,36759,48000,1590,1284,2016,Auto,13067,86,1,60800
Toyota,Suv,2007,174,8340,161000,6236,20997,1495,1150,2007,Auto,14166,80,4,12388
Audi,Sports Car,2015,1544,22800,39000,62800,61001,1984,1530,2015,Auto,43466,210,4,123000
Maserati,Suv,2019,2857,33270,22000,127163,32200,2979,2109,2019,Auto,91041,257,1,328888
Mercedes-Benz,Luxury Sedan,2017,2209,15790,73800,67109,55414,1595,1425,2017,Auto,37239,115,1,119000
Bmw,Luxury Sedan,2017,2146,20910,78000,77893,54405,1998,1540,2017,Auto,49363,185,2,153800
Toyota,Mpv,2007,2364,8460,136889,32547,50168,2362,1750,2007,Auto,28508,125,1,54888
Nissan,Hatchback,2020,3153,7900,13318,34319,35320,1198,1048,2019,Auto,13694,58,1,70888
Volkswagen,Hatchback,2010,1468,8400,122000,13231,16438,1390,1129,2010,Auto,15050,63,4,33800
Mercedes-Benz,Luxury Sedan,2018,2509,15010,85000,57976,37605,1595,1425,2017,Auto,36252,115,1,124800
Toyota,Mpv,2016,1827,11750,38200,40512,51010,1798,1360,2016,Auto,19953,105,1,68800
Mazda,Suv,2018,2668,9450,27000,36638,32429,1998,1290,2018,Auto,17198,115,1,77800
Opel,Suv,2019,3123,9900,12000,55249,33009,1199,1295,2018,Auto,31391,96,1,102800
Peugeot,Stationwagon,2017,2131,8940,71000,37042,51765,1199,1190,2016,Auto,18998,96,1,56800
Mercedes-Benz,Suv,2020,3435,53910,12000,212472,39500,3982,2560,2020,Auto,149856,430,1,628988
Hyundai,Hatchback,2009,987,8390,128000,6992,12864,1591,1314,2009,Auto,12503,89,2,22800
Mazda,Mid-Sized Sedan,2018,2541,8500,29589,29569,37000,1496,1102,2018,Auto,14792,85,1,61800
Toyota,Luxury Sedan,2011,3490,7000,122000,38985,40714,1998,1530,2010,Auto,26382,108,3,66998
Mazda,Luxury Sedan,2017,2123,11590,57000,52826,54000,2488,1515,2016,Auto,26055,141,1,81800
Seat,Suv,2018,2734,9900,27000,29458,28199,999,1210,2018,Auto,20759,85,1,79800
Audi,Luxury Sedan,2014,1236,20260,41000,93356,72002,2995,1955,2014,Auto,74457,228,1,121800
Kia,Hatchback,2012,20,12430,126420,12874,52319,1591,1261,2012,Auto,13374,91,4,19800
Honda,Hatchback,2017,2079,9540,105000,38555,50889,1498,1046,2016,Auto,17647,96,1,60800
Mitsubishi,Mid-Sized Sedan,2019,3070,7530,31218,30960,32309,1193,940,2019,Auto,13960,59,1,65888
Nissan,Suv,2017,2039,11610,55000,48892,53106,1997,1626,2016,Auto,23955,106,2,77800
Bmw,Luxury Sedan,2015,1446,14130,103000,42328,78001,1598,1405,2014,Auto,26620,100,1,65800
Nissan,Suv,2017,2119,9920,74018,40296,51765,1197,1285,2017,Auto,18583,85,1,64500
Mitsubishi,Suv,2018,2623,11330,81300,44294,37989,1998,1480,2018,Auto,21869,110,1,92800
Bmw,Mpv,2020,3391,12280,18048,65947,37766,1499,1490,2020,Auto,35066,80,1,134800
Volvo,Hatchback,2016,1950,10620,68000,42499,51507,1498,1454,2016,Auto,23513,90,1,66800
Toyota,Mpv,2008,2448,8600,160000,34005,50578,2362,1760,2007,Auto,31247,125,2,57800
Porsche,Sports Car,2008,2515,20400,85000,26738,38712,3387,1395,2008,Auto,102153,223,2,140888
Mercedes-Benz,Luxury Sedan,2014,1095,16790,108500,54249,65501,1991,1680,2014,Auto,46713,155,2,78000
Toyota,Mpv,2018,2436,10880,49000,45247,47390,1798,1355,2017,Auto,19955,105,1,82800
Mazda,Suv,2020,3458,11340,4254,50965,39500,1998,1453,2020,Auto,24569,121,1,120800
Chevrolet,Mpv,2017,2040,8520,51500,41738,53001,1362,1650,2016,Auto,16114,103,1,55800
Mitsubishi,Suv,2020,3172,10730,17000,46873,30890,1499,1490,2019,Auto,24732,120,1,106800
Honda,Hatchback,2019,2775,8790,55191,28575,31997,1318,1052,2018,Auto,15594,73,1,69800
Seat,Suv,2019,2943,11310,25276,55077,39406,1395,1476,2018,Auto,27579,110,1,107500
Bmw,Luxury Sedan,2016,1952,17830,51000,60157,55501,1998,1540,2016,Auto,38266,135,1,115800
Bmw,Suv,2016,2007,13930,69000,48160,46229,1499,1430,2016,Auto,30895,100,1,91900
Mitsubishi,Suv,2017,2185,11640,30000,48194,55414,2360,1625,2017,Auto,19928,123,2,79800
Kia,Suv,2019,2915,9170,30800,27238,25689,998,1185,2019,Auto,18907,88,1,77800
Toyota,Luxury Sedan,2011,3589,6900,118000,46603,47316,1998,1530,2011,Auto,23514,108,2,68000
Mercedes-Benz,Suv,2020,3392,13530,10130,56705,38504,1595,1435,2019,Auto,25600,90,1,139800
Bmw,Suv,2018,2572,20720,66000,76700,32551,1998,1715,2018,Auto,55168,185,1,183500
Seat,Hatchback,2017,2157,14860,57000,54794,48556,1984,1421,2016,Auto,30720,213,1,105500
Honda,Sports Car,2009,2879,13900,175000,27989,35411,1998,1270,2008,Manual,32511,165,4,109888
Mercedes-Benz,Suv,2019,3014,24970,26000,101036,39889,2996,1855,2018,Auto,67080,270,1,252800
Mitsubishi,Mid-Sized Sedan,2016,1792,7170,29339,17285,28000,1193,940,2016,Auto,13737,57,1,37800
Honda,Mid-Sized Sedan,2018,2575,10030,39569,39748,34110,1597,1249,2018,Auto,20367,92,2,81888
Toyota,Suv,2017,2173,12750,37000,56210,55414,1986,1610,2016,Auto,31327,111,1,91500
Bmw,Sports Car,2012,3640,16610,82000,49662,49716,3999,1600,2011,Auto,86975,309,6,165888
Mercedes-Benz,Suv,2019,2930,21180,20000,87405,34381,1991,1760,2018,Auto,59842,155,1,210000
Volkswagen,Sports Car,2012,158,14370,60000,25526,77201,1390,1285,2012,Auto,26183,118,1,33800
Bmw,Luxury Sedan,2013,923,14660,103008,46090,75700,1997,1420,2013,Auto,41292,135,2,59600
Kia,Hatchback,2010,1300,6660,93720,11424,15988,1086,872,2009,Auto,8478,47,3,23800
Skoda,Suv,2018,2714,14860,41339,52005,31307,1984,1933,2018,Auto,33031,132,2,129800
Mini,Hatchback,2009,2849,6620,143000,19958,25525,1598,1105,2008,Auto,28024,88,2,51800
Audi,Luxury Sedan,2017,2340,13860,69000,52971,49996,1395,1450,2017,Auto,32727,110,1,102888
Toyota,Mpv,2008,205,12100,194204,8140,25925,2362,1770,2007,Auto,28786,125,5,18998
Nissan,Suv,2015,1595,10930,87000,34383,57089,1197,1285,2015,Auto,18413,85,1,54550
Lexus,Luxury Sedan,2019,2935,16420,42893,73235,35906,2487,1620,2019,Auto,47664,152,1,162800
Honda,Hatchback,2019,3077,7950,34108,29526,30000,1317,1030,2019,Auto,15592,73,1,69888
Mercedes-Benz,Luxury Sedan,2019,3028,19110,22259,90310,40001,1991,1640,2019,Auto,57838,145,1,196800
Mazda,Mid-Sized Sedan,2010,3365,5940,170000,29703,32190,1598,1275,2010,Auto,19342,77,3,54800
Lexus,Sports Car,2015,1431,37970,54950,122091,77600,4969,1860,2015,Auto,93813,351,3,219800
Bmw,Luxury Sedan,2010,3459,8420,160834,37975,40014,2497,1650,2010,Auto,39742,150,1,79888
Bmw,Mpv,2020,3488,11910,5600,62802,35990,1499,1490,2020,Auto,32724,80,1,132888
Volkswagen,Sports Car,2007,2302,9660,118000,31800,50355,3189,1617,2007,Auto,39828,184,3,61000
Lexus,Luxury Sedan,2009,2991,7530,110339,32758,39936,2500,1625,2009,Auto,38495,153,5,61800
Nissan,Luxury Sedan,2015,1575,10810,74095,44254,60001,1997,1470,2015,Auto,24401,100,1,59800
Land Rover,Suv,2017,2390,26980,15400,117762,53711,2995,2223,2017,Auto,76691,250,2,232000
Volkswagen,Mpv,2013,754,11620,51000,28892,73989,1390,1536,2012,Auto,24761,103,1,35800
Toyota,Mpv,2015,1425,14670,115000,48140,68668,2362,1740,2015,Auto,29052,125,1,73800
Volkswagen,Hatchback,2012,19,21330,100300,18446,68656,1197,1222,2012,Auto,19379,77,1,33888
Subaru,Suv,2017,2374,12400,77400,49661,57390,1998,1682,2017,Auto,16361,177,2,89000
Mercedes-Benz,Suv,2019,3083,13290,13728,50425,32309,1595,1435,2019,Auto,27705,90,1,127800
Honda,Stationwagon,2016,1723,10460,60089,24936,43000,1496,1130,2015,Auto,16524,97,2,52800
Toyota,Mpv,2019,3029,18470,24000,83847,37000,2493,2030,2019,Auto,54890,134,1,188888
Bmw,Luxury Sedan,2014,1224,14550,59876,42335,72180,1598,1405,2014,Auto,32715,100,2,62800
Bmw,Luxury Sedan,2016,1999,23820,128000,107188,55201,1998,1720,2016,Auto,72535,190,1,182000
Bmw,Luxury Sedan,2010,3427,11040,72992,35923,38216,2996,1855,2010,Auto,72125,190,2,103800
Nissan,Hatchback,2017,2342,8380,38000,30499,41617,1198,1048,2017,Auto,13758,58,1,56388
Toyota,Mid-Sized Sedan,2008,174,7950,125000,6236,20997,1497,1095,2007,Auto,12498,80,5,11800
Ford,Hatchback,2017,2047,8690,42500,38849,50101,999,1327,2016,Auto,19244,92,1,56000
Honda,Mid-Sized Sedan,2017,2072,10930,63500,44383,50101,1597,1249,2016,Auto,20818,92,3,72800
Mercedes-Benz,Luxury Sedan,2010,3488,7710,110000,38963,40714,1796,1505,2010,Auto,44126,135,4,73800
Mitsubishi,Suv,2017,2190,12220,80000,45667,50110,2360,1625,2017,Auto,20167,123,2,84500
Mercedes-Benz,Luxury Sedan,2017,2271,15810,69000,64115,49802,1595,1425,2017,Auto,37239,115,1,120500
Honda,Mid-Sized Sedan,2019,2772,9970,60100,33935,25000,1597,1249,2018,Auto,19877,92,1,85800
Hyundai,Mid-Sized Sedan,2019,2924,8460,36573,34180,28589,1591,1345,2019,Auto,14703,93,1,75888
Porsche,Sports Car,2010,3185,14840,73000,30972,35416,2893,1440,2009,Auto,70975,188,1,129800
Mercedes-Benz,Luxury Sedan,2016,2005,15750,82000,56661,53001,1595,1425,2016,Auto,35465,115,2,105000
Mercedes-Benz,Luxury Sedan,2011,3609,7550,145000,41878,42283,1597,1500,2011,Auto,31086,115,4,74800
Volkswagen,Hatchback,2009,2879,9490,133203,20689,26175,1390,1241,2009,Auto,21831,90,2,75000
Mini,Sports Car,2016,1684,15930,64000,43677,55089,1998,1240,2015,Auto,27967,141,2,86800
Mercedes-Benz,Suv,2015,1301,25580,83000,70058,74389,1991,1585,2014,Auto,52702,265,3,124888
Honda,Suv,2016,1698,10830,67610,31601,54301,1496,1190,2015,Auto,18951,96,1,55000
Bmw,Hatchback,2015,1572,11610,123820,45338,60001,1499,1360,2015,Auto,29130,100,1,63998
Volvo,Luxury Sedan,2016,2021,10830,65000,47176,48000,1498,1589,2016,Auto,25281,90,1,73777
Nissan,Suv,2017,2119,9960,62703,39835,50789,1197,1285,2016,Auto,18725,85,2,64800
Mercedes-Benz,Luxury Sedan,2014,1025,17320,110000,39532,85000,1595,1430,2013,Auto,31391,115,3,61800
Honda,Suv,2017,2048,9850,58421,40590,49751,1496,1185,2016,Auto,21292,96,1,63800
Mercedes-Benz,Luxury Sedan,2018,2579,17820,52000,50569,36426,1595,1430,2018,Auto,29059,90,1,143800
Ferrari,Sports Car,2013,322,189270,32000,194618,97889,4497,1485,2012,Auto,320959,425,5,518800
Mercedes-Benz,Luxury Sedan,2016,1924,15410,72508,56442,54447,1595,1425,2016,Auto,35663,115,1,99800
Audi,Suv,2018,2699,13580,35401,47319,32900,1395,1355,2018,Auto,28718,110,1,116700
Toyota,Mid-Sized Sedan,2009,1240,6700,160254,10412,15287,1497,1095,2009,Auto,12717,80,5,22800
Toyota,Mid-Sized Sedan,2019,3003,8490,50000,32302,26667,1496,1085,2019,Auto,13787,79,1,76800
Mercedes-Benz,Hatchback,2015,1484,12820,67000,43393,66590,1595,1425,2015,Auto,25919,90,1,63800
Mercedes-Benz,Luxury Sedan,2020,3407,14970,13000,60723,33000,1497,1505,2020,Auto,34175,95,1,159800
Alfa Romeo,Sports Car,2015,1341,31840,31920,95466,70890,1742,920,2014,Auto,77568,177,3,170800
Mazda,Sports Car,2006,1744,11480,241000,23725,49541,1308,1330,2005,Auto,30788,154,4,55000
Mercedes-Benz,Hatchback,2014,943,15020,62000,34799,85000,1595,1395,2013,Auto,28030,115,2,49600
Volkswagen,Mpv,2020,3312,13970,5300,62633,35889,1984,1790,2020,Auto,34050,162,1,147800
Mazda,Mid-Sized Sedan,2018,2510,8050,84000,30296,38510,1496,1102,2018,Auto,14560,85,2,58000
Honda,Stationwagon,2016,1948,10120,75000,35319,53000,1496,1130,2016,Auto,19319,97,1,58777
Bmw,Sports Car,2010,3370,7990,88000,30416,32914,2497,1460,2010,Auto,42771,160,4,73800
Volkswagen,Hatchback,2020,3397,9870,12760,50789,38504,1395,1270,2020,Auto,19882,92,1,101888
Nissan,Suv,2017,2204,10600,57000,37494,45201,1197,1285,2017,Auto,18583,85,2,70800
Toyota,Mpv,2015,1433,13160,73800,59124,77600,2362,1775,2015,Auto,37090,125,3,73800
Hyundai,Mid-Sized Sedan,2019,2945,8030,29000,31195,26667,1591,1345,2019,Auto,12593,93,2,71800
Porsche,Sports Car,2012,243,313020,71688,77472,75889,3800,1490,2011,Auto,144631,294,6,285000
Honda,Mid-Sized Sedan,2019,2989,9730,21000,36948,26667,1597,1237,2019,Auto,20084,92,1,89800
Toyota,Mpv,2017,2053,10710,97000,43994,53001,1797,1350,2016,Auto,18870,105,1,69800
Volkswagen,Hatchback,2010,1566,8790,115000,14246,16570,1390,1129,2010,Auto,15049,63,3,37800
Mercedes-Benz,Luxury Sedan,2019,2843,14190,23000,44622,26170,1595,1430,2018,Auto,28763,90,1,126888
Toyota,Mpv,2013,839,16380,133000,44124,76607,2362,1920,2013,Auto,37229,125,2,59800
Honda,Hatchback,2017,2085,8950,82000,38947,50889,1498,1046,2016,Auto,18058,96,1,57800
Mitsubishi,Suv,2016,1677,11340,103705,42339,60000,2360,1530,2015,Auto,20787,123,2,62800
Toyota,Mid-Sized Sedan,2019,3103,10410,18021,36333,30009,1496,1140,2019,Auto,23124,73,1,95800
Audi,Suv,2015,1664,26320,15000,96820,60000,2995,2105,2015,Auto,70699,245,2,169900
Mazda,Mpv,2016,1782,10250,60888,37732,49602,1998,1535,2016,Auto,19211,111,1,59800
Perodua,Hatchback,2007,156,6890,94000,6029,20997,989,806,2007,Auto,5588,40,3,9888
Honda,Mpv,2007,187,8550,237000,7884,25925,1799,1370,2007,Auto,20377,103,5,13000
Mercedes-Benz,Luxury Sedan,2017,2045,27430,48900,132113,56410,2996,1940,2016,Auto,89948,200,1,221000
Bmw,Sports Car,2016,2011,22050,24000,74487,54901,1998,1735,2016,Auto,48809,185,3,151888
Mitsubishi,Suv,2020,3177,10720,20902,46915,30890,1499,1490,2019,Auto,24732,120,1,106800
Bmw,Sports Car,2010,3479,7520,140000,38862,40714,1995,1390,2010,Auto,35179,115,3,71788
Land Rover,Suv,2018,2728,16950,12300,71010,30959,1997,1752,2018,Auto,51008,177,1,158800
Audi,Sports Car,2012,102,22430,130000,32390,93990,1798,1335,2012,Auto,38357,118,4,48000
Subaru,Suv,2018,2755,11920,35563,36399,31809,1995,1591,2018,Auto,17326,115,1,98800
Honda,Mid-Sized Sedan,2018,2469,10500,18000,39395,36296,1597,1249,2018,Auto,19724,92,2,81000
Toyota,Mpv,2020,3139,19160,30000,76573,37109,2494,2045,2019,Auto,48189,134,1,194800
Mitsubishi,Mid-Sized Sedan,2015,1621,9620,89000,33292,56001,1590,1289,2015,Auto,11943,86,2,48800
Bmw,Sports Car,2015,1440,22230,68000,59177,79500,2979,1470,2014,Auto,36826,240,2,109800
Nissan,Hatchback,2015,1626,8800,47800,29937,59200,1198,1081,2015,Auto,13923,72,1,41800
Honda,Mpv,2015,1531,13900,67000,45976,60789,2356,1855,2015,Auto,26576,129,1,72999
Toyota,Mid-Sized Sedan,2015,1585,10000,97998,37815,55399,1598,1205,2015,Auto,19589,90,3,53300
Mclaren,Sports Car,2013,933,89440,21000,282673,83000,3798,1514,2013,Auto,258483,460,2,448000
Audi,Luxury Sedan,2019,2846,16010,20531,62966,36961,1984,1535,2018,Auto,38186,140,1,147800
Peugeot,Suv,2019,2878,11950,52000,62789,43102,1598,1430,2019,Auto,33078,133,1,113555
Toyota,Suv,2007,345,12430,183000,5019,26246,2362,1600,2007,Auto,27918,118,3,11888
Mercedes-Benz,Suv,2018,2579,13030,31000,46979,32699,1595,1435,2018,Auto,28179,90,1,108900
Toyota,Mpv,2016,1949,9290,38000,36488,39889,1797,1350,2016,Auto,20163,105,1,59800
Bmw,Luxury Sedan,2018,2451,13820,54500,56500,39903,1499,1425,2017,Auto,33947,100,2,112800
Kia,Mid-Sized Sedan,2017,2322,7230,43968,28148,25902,1591,1295,2017,Auto,15532,95,1,53800
Maserati,Luxury Sedan,2015,1425,32910,39000,104396,79500,2979,1850,2014,Auto,78658,243,1,185800
Honda,Mid-Sized Sedan,2016,1752,9390,55000,30934,45000,1497,1096,2016,Auto,18264,88,4,51800
Bmw,Suv,2018,2665,20710,32000,61591,32311,1998,1660,2018,Auto,41902,135,1,176800
Mercedes-Benz,Suv,2019,2816,14460,58252,43677,23568,1595,1435,2018,Auto,29951,90,1,128800
Opel,Hatchback,2017,2363,9170,27693,34094,46791,999,1188,2017,Auto,19155,77,2,61999
Mercedes-Benz,Sports Car,2018,2680,27680,15000,101582,31301,1991,1780,2017,Auto,73752,180,1,255888
Bmw,Sports Car,2014,1005,20510,126000,57229,82000,1997,1470,2014,Auto,50676,180,1,85800
Bmw,Luxury Sedan,2014,1163,21420,81000,61615,68689,1997,1530,2014,Auto,52257,180,2,98888
Mitsubishi,Mid-Sized Sedan,2009,2904,8840,120000,31542,39563,1998,1397,2009,Manual,21006,114,2,70500
Mitsubishi,Suv,2017,2382,12110,85000,52318,57414,2360,1535,2017,Auto,19715,123,1,89000
Honda,Hatchback,2014,1263,10950,201000,26074,63880,1498,1046,2014,Auto,16000,96,2,41000
Skoda,Mid-Sized Sedan,2020,3173,15510,21000,51653,38000,1984,1577,2019,Auto,26681,180,1,149800
Mercedes-Benz,Hatchback,2016,1888,13620,65800,38243,47020,1595,1395,2016,Auto,22519,90,1,79800
Chevrolet,Mpv,2017,2085,8780,120000,40984,50621,1362,1650,2016,Auto,15979,103,1,58300
Toyota,Mpv,2016,1894,11100,73000,45143,57903,1797,1350,2016,Auto,20062,105,1,67699
Honda,Mid-Sized Sedan,2018,2692,9550,78799,39311,31997,1597,1249,2018,Auto,20645,92,1,81000
Bmw,Suv,2020,3456,19270,7300,71843,39500,1998,1685,2020,Auto,44437,135,1,209800
Honda,Mpv,2009,2879,6810,167245,27989,35411,2354,1680,2008,Auto,37136,132,2,53800
Toyota,Mpv,2014,949,19620,88000,48798,73010,2362,1970,2013,Auto,41113,125,2,76000
Kia,Suv,2019,2829,9320,49000,26568,25689,998,1185,2018,Auto,18830,88,1,76800
Kia,Mid-Sized Sedan,2019,2980,8810,26000,33755,28589,1591,1287,2018,Auto,13854,93,1,78888
Honda,Hatchback,2018,2581,7050,9983,19174,21001,1318,1052,2018,Auto,15750,73,1,52800
Honda,Mpv,2010,3370,8660,60000,30416,32914,1799,1370,2009,Auto,24970,103,2,80000
Honda,Hatchback,2016,1753,9960,108000,29850,45000,1498,1046,2016,Auto,16698,96,1,53800
Honda,Suv,2020,3345,9410,10706,42433,32699,1496,1190,2019,Auto,24704,96,1,94588
Mazda,Suv,2016,1751,11210,50900,39387,44001,2488,1568,2015,Auto,26976,141,1,68800
Mercedes-Benz,Luxury Sedan,2020,3386,22910,3000,71266,36000,1991,1570,2019,Auto,41743,225,1,238000
Bmw,Luxury Sedan,2019,3049,16330,19000,68860,40000,1998,1540,2019,Auto,43149,135,1,162800
Bmw,Luxury Sedan,2011,3640,9990,60000,49662,49716,2996,1855,2010,Auto,73320,190,3,99800
Lexus,Luxury Sedan,2019,3003,17420,16500,75839,38602,2487,1620,2019,Auto,47664,152,1,172800
Bmw,Luxury Sedan,2013,837,14790,90000,33120,77304,1598,1405,2013,Auto,31132,100,1,46800
Mercedes-Benz,Luxury Sedan,2019,2779,18480,16500,81298,32302,1991,1605,2018,Auto,57519,135,2,178800
Nissan,Suv,2016,1848,10050,65223,37681,53694,1197,1285,2016,Auto,18974,85,1,57888
Honda,Mpv,2017,2369,14420,56787,62883,57390,2356,1855,2017,Auto,30068,129,2,110800
Honda,Hatchback,2016,1684,9490,75300,30562,54301,1317,1020,2015,Auto,12764,73,1,47800
Honda,Mpv,2008,916,10680,158000,7945,15777,1799,1385,2008,Auto,26398,103,3,26888
Honda,Hatchback,2016,1847,8900,100000,35954,52301,1498,1046,2016,Auto,17059,96,2,51800
Honda,Mpv,2016,1849,10680,39887,38306,47020,1497,1160,2016,Auto,19298,88,1,63800
Mitsubishi,Suv,2018,2509,9740,55428,38901,37605,1998,1365,2017,Auto,17319,110,1,75800
Bmw,Hatchback,2013,751,14050,69000,27448,69903,1598,1310,2013,Auto,28411,100,2,39800
Volkswagen,Sports Car,2017,2257,11200,60900,43214,46778,1390,1245,2016,Auto,19017,90,1,78800
Hyundai,Mid-Sized Sedan,2009,1054,6380,140000,7595,13088,1591,1264,2009,Auto,11372,89,4,18500
Land Rover,Suv,2018,2687,26540,37800,93773,31302,1997,1983,2018,Auto,67922,184,1,242800
Mitsubishi,Mid-Sized Sedan,2017,2073,9160,29000,37279,48000,1590,1284,2016,Auto,13251,86,1,58800
Subaru,Suv,2018,2732,11070,62000,33523,31101,1995,1591,2018,Auto,13602,110,1,89800
Honda,Suv,2016,1739,10050,117896,28355,45000,1496,1190,2015,Auto,19809,96,1,52888
Audi,Hatchback,2018,2566,11810,47200,45010,36426,999,1275,2018,Auto,24173,85,1,96000
Mazda,Mid-Sized Sedan,2016,1982,9100,61000,36895,50991,1496,1321,2016,Auto,17200,88,1,55600
Volkswagen,Suv,2020,3181,14120,17000,58080,32889,1395,1660,2019,Auto,33670,110,1,142888
Mercedes-Benz,Luxury Sedan,2020,3414,14840,17000,65249,37766,1497,1505,2020,Auto,34175,95,1,158888
Honda,Suv,2007,2201,7490,145000,32088,52473,2354,1605,2007,Auto,27786,125,4,45800
Mitsubishi,Suv,2019,3090,11180,18840,46363,37000,1998,1480,2019,Auto,19986,110,2,104800
Mercedes-Benz,Luxury Sedan,2020,3174,15030,21000,61343,32889,1332,1385,2019,Auto,36838,120,2,152800
Audi,Hatchback,2015,1544,11800,51000,37566,56209,1395,1300,2015,Auto,26896,92,3,59800
Mitsubishi,Mid-Sized Sedan,2009,2944,7430,188000,24084,29839,1499,1313,2009,Auto,18296,80,5,60000
Bmw,Luxury Sedan,2016,1966,24380,61200,107353,56410,1998,1720,2016,Auto,72535,190,1,182800
Lexus,Suv,2016,1897,47600,86000,164137,55100,5662,2730,2016,Auto,115926,277,3,338000
Mercedes-Benz,Luxury Sedan,2016,1937,18440,71000,80119,57903,1991,1605,2016,Auto,52106,135,1,130888
Nissan,Mid-Sized Sedan,2006,2017,5540,216434,28389,51271,1498,1130,2006,Auto,15203,80,5,30700
Bmw,Mpv,2018,2528,12380,71000,55261,38941,1499,1480,2018,Auto,32596,75,1,104800
Volvo,Hatchback,2017,2272,10410,57326,41689,42900,1498,1454,2017,Auto,23535,90,1,74800
Nissan,Suv,2020,3133,11710,21621,51525,37109,1997,1626,2019,Auto,24391,106,1,113800
Mercedes-Benz,Luxury Sedan,2019,2802,14580,6288,43192,25689,1595,1480,2018,Auto,28021,90,1,127800
Bmw,Luxury Sedan,2014,1163,20110,93000,60396,69001,1997,1530,2014,Auto,51234,180,2,93800
Mercedes-Benz,Hatchback,2019,2780,13130,33800,46452,32909,1333,1375,2018,Auto,26578,120,1,114800
